language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
temb1276,-,-,a,p,-,3,t,-,3,-
xing1248,-,-,a,p,-,3,C,-,i,-
kama1373,-,-,-,h,w,a,t,-,-,-
waya1270,-,-,a,p,-,a,s,-,i,-
avac1239,-,y,a,p,-,3,t,-,i,-
kaya1329,-,-,-,m,-,a,-,-,-,-
east2555,-,-,a,p,-,3,t,-,i,-
para1311,-,-,a,p,-,3,t,-,i,-
mbya1239,-,-,a,p,-,3,t,-,a,-
guar1292,-,-,-,p,-,3,C,-,i,-
urub1250,-,-,-,p,-,u,k,w,a,r
nhen1239,-,-,a,p,-,u,t,-,i,-
amun1246,-,-,a,p,-,3,C,-,i,-
urue1240,-,-,a,p,-,3,t,-,i,-
tenh1241,-,-,a,p,-,3,t,-,i,-
emer1243,-,n,o,-,-,-,-,-,N,-
toca1235,-,-,a,m,-,a,N,-,a,-
para1312,-,-,a,m,-,a,g,-,a,-
tapi1254,-,w,a,-,-,-,n,-,-,-
suru1262,k,w,a,-,-,-,r,-,-,-
guaj1256,-,y,a,m,-,i,C,-,i,-
coca1259,-,t,3,k,-,3,t,-,a,-
omag1248,-,t,3,k,-,3,t,-,a,-
siri1273,-,C,i,-,-,i,s,-,i,-
sate1243,-,k,3,-,-,-,t,-,3,t
awet1244,-,-,a,-,-,-,C,-,i,-
