language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
temb1276,-,-,i,-,-,n,i,m,-,-,-,o,-
tupi1273,-,-,i,-,-,n,i,m,-,b,-,o,-
guaj1255,-,-,i,-,-,n,e,m,-,-,-,o,-
xing1248,-,-,3,-,-,n,3,m,-,b,-,a,-
kama1373,-,-,-,-,-,t,u,p,a,h,-,a,m
urub1250,-,-,-,-,-,n,3,m,-,b,-,o,-
waya1270,-,-,i,-,-,n,i,m,-,-,-,o,-
avac1239,-,-,-,-,-,t,a,m,-,-,-,-,-
east2555,-,-,-,-,-,t,3,m,-,a,s,a,-
para1311,-,-,e,-,-,n,i,m,-,-,-,o,-
mbya1239,-,-,-,-,-,5,i,m,-,b,-,o,-
nhen1239,-,-,i,-,-,n,i,m,-,-,-,u,-
kaya1329,-,-,i,-,-,n,i,m,-,-,-,o,-
urue1240,-,-,e,-,-,n,i,m,-,b,-,o,a
tenh1241,-,-,e,-,-,n,i,m,-,b,-,o,a
paus1244,-,-,e,-,-,n,3,m,-,-,-,o,-
emer1243,-,-,-,-,-,-,a,m,-,-,-,e,-
toca1235,-,-,3,-,-,n,3,m,-,b,-,a,-
para1312,-,-,-,-,-,-,e,m,-,a,-,o,-
tapi1254,-,-,i,-,-,n,i,m,-,b,-,o,-
suru1262,-,-,i,-,-,n,i,m,-,-,-,o,-
apia1248,-,-,-,-,-,n,i,m,-,-,-,o,-
guaj1256,-,-,-,-,-,n,i,-,-,-,-,-,-
araw1273,-,-,-,-,-,n,3,m,-,-,-,a,-
coca1259,-,-,i,-,-,n,i,m,-,-,-,u,-
omag1248,-,-,i,-,-,n,i,m,-,-,-,u,-
xeta1241,-,-,-,-,-,-,-,S,-,-,-,a,-
siri1273,k,-,i,s,a,C,u,-,-,k,-,e,-
sate1243,h,a,i,-,-,t,-,-,-,-,-,3,-
