language,x1,x2,x3,x4,x5,x6
temb1276,-,-,m,a,n,o
tupi1273,-,-,m,a,n,o
guaj1255,-,-,m,e,n,o
xing1248,-,-,m,a,n,u
kama1373,-,-,m,a,n,o
urub1250,-,-,m,a,n,o
waya1270,-,-,m,a,n,u
avac1239,-,-,m,a,n,o
east2555,-,-,m,a,n,o
para1311,-,-,m,a,n,o
mbya1239,-,-,m,a,n,o
guar1292,-,-,m,a,n,o
nhen1239,-,-,m,a,n,u
kaya1329,-,-,m,a,n,u
amun1246,-,-,m,o,n,o
urue1240,-,-,m,o,n,o
tenh1241,-,-,m,o,n,o
paus1244,-,-,m,a,n,o
emer1243,-,-,m,a,n,o
toca1235,-,-,m,a,n,o
para1312,-,-,m,a,n,o
tapi1254,-,-,m,a,n,o
anam1249,-,-,m,a,n,u
apia1248,-,-,m,o,n,o
guaj1256,-,-,m,a,n,u
araw1273,-,-,m,a,n,u
coca1259,-,u,m,a,n,u
omag1248,-,u,m,a,n,u
ache1246,-,-,m,a,n,o
yuqu1240,-,o,m,a,n,o
siri1273,-,-,m,a,n,o
sate1243,k,u,7,u,r,o
awet1244,-,-,m,a,y,o
