language,x1,x2,x3,x4,x5,x6
temb1276,-,o,-,w,-,-
xing1248,-,a,-,w,-,-
kama1373,-,o,-,p,-,-
waya1270,-,o,-,-,-,-
avac1239,-,o,-,w,-,-
kaya1329,-,o,-,w,-,-
east2555,o,o,-,-,-,-
para1311,-,o,g,w,e,-
mbya1239,-,o,g,w,e,-
guar1292,-,o,-,-,-,-
urub1250,-,o,-,-,-,-
nhen1239,-,a,-,w,a,-
amun1246,k,a,-,7,a,-
urue1240,k,a,-,7,a,-
tenh1241,k,a,-,7,a,-
emer1243,-,o,-,w,a,l
toca1235,-,a,-,w,-,-
tapi1254,-,a,-,p,-,-
suru1262,-,a,-,r,a,-
guaj1256,-,o,-,-,-,-
araw1273,-,a,-,w,e,-
coca1259,c,a,-,-,-,-
omag1248,s,a,-,w,a,-
ache1246,-,o,-,-,-,-
xeta1241,-,a,-,-,-,-
yuqu1240,-,o,-,-,-,-
siri1273,-,o,-,-,-,-
sate1243,-,o,-,p,-,-
awet1244,-,o,-,p,-,-
