language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
urup1245,-,-,-,-,t,-,a,-,-,-,k,-
yaru1257,-,-,-,-,t,-,a,-,-,-,-,-
yaru1257,-,-,-,-,t,r,e,-,-,-,m,-
orow1243,-,-,-,-,t,-,o,k,o,-,7,-
orow1243,-,-,-,-,t,-,-,-,i,-,m,-
wany1246,-,-,-,-,t,-,a,r,i,-,m,-
wari1268,-,-,-,-,t,-,a,k,-,-,-,-
wari1268,-,-,-,-,t,-,o,k,o,-,7,-
wari1268,-,-,-,-,t,-,e,r,e,m,7,-
kuyu1236,-,-,-,-,t,-,i,t,i,-,m,7
itor1239,-,-,-,-,Z,-,a,-,-,-,-,k
tora1263,w,u,r,i,t,-,-,-,i,-,m,i
kite1237,-,-,-,-,t,S,e,k,o,-,m,-
chap1269,-,-,-,-,w,-,-,-,a,-,-,-
