language,x1,x2,x3,x4
urup1245,p,a,n,a
yaru1257,p,a,n,a
orow1243,p,a,n,a
wany1246,p,a,n,a
wari1268,p,a,n,a
kuyu1236,p,a,n,a
itor1239,p,a,n,a
tora1263,p,a,n,a
chap1269,p,a,n,e
