language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
urup1245,t,u,p,a,k,a,-,-,-,s,i,-
yaru1257,t,u,p,a,k,a,-,-,-,s,i,-
orow1243,t,o,p,a,k,a,-,-,-,s,i,-
wany1246,t,o,p,a,k,a,-,-,-,S,i,7
wari1268,t,o,p,a,k,-,-,-,-,-,-,-
itor1239,t,o,p,a,k,-,-,-,-,-,-,-
tora1263,t,u,-,a,r,a,-,-,-,w,-,-
kite1237,r,i,-,-,k,a,y,a,t,S,i,-
chap1269,t,u,p,a,k,a,-,-,t,S,i,-
