language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
yaru1257,-,-,-,-,-,-,t,-,e,m,i,-,s,i,-
orow1243,-,-,-,-,-,-,t,-,i,m,i,-,s,i,-
wany1246,-,-,-,-,-,-,t,-,i,m,i,-,S,i,7
wari1268,-,-,-,-,-,-,t,S,i,m,i,t,S,i,7
kuyu1236,t,o,k,u,r,u,t,-,i,m,-,-,-,-,-
itor1239,t,u,k,u,r,i,t,-,i,m,-,-,-,-,-
tora1263,-,-,-,-,-,-,t,-,i,m,u,-,-,-,-
kite1237,-,-,-,-,-,-,s,-,i,m,i,t,S,e,-
chap1269,-,-,-,-,-,-,s,-,i,m,i,t,S,i,-
