language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
urup1245,-,-,-,s,-,-,k,a,i,-,d,-
yaru1257,-,-,-,s,-,a,g,a,y,-,-,-
orow1243,-,-,-,t,-,o,-,-,m,-,-,-
orow1243,-,m,e,s,-,e,-,-,m,-,-,-
wany1246,-,-,-,t,-,u,k,a,n,-,-,-
wari1268,-,-,-,t,-,o,-,-,m,-,-,-
wari1268,-,m,i,t,S,e,-,-,m,-,-,-
kuyu1236,-,-,-,t,-,o,-,-,m,-,-,-
itor1239,-,-,-,t,-,o,-,-,m,-,-,-
tora1263,-,-,-,m,-,o,r,e,m,-,-,-
kite1237,y,u,i,t,-,a,-,-,m,a,k,e
chap1269,-,w,i,t,-,a,-,-,m,-,-,-
