language,x1,x2,x3,x4,x5,x6,x7,x8,x9
orow1243,-,s,o,k,o,r,i,-,-
wari1268,t,S,o,k,o,r,i,-,-
itor1239,-,t,a,k,a,-,-,-,n
tora1263,-,t,u,k,u,r,u,d,n
