language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
yaru1257,-,-,h,e,-,-,-,-,-,-
orow1243,-,-,y,i,-,-,-,-,-,-
wany1246,-,-,y,i,-,-,-,-,-,-
wari1268,-,-,p,a,n,k,-,-,a,m
kuyu1236,m,a,r,a,-,k,u,y,a,n
itor1239,k,a,w,a,-,k,-,-,-,-
chap1269,k,a,w,a,-,k,-,-,o,-
