language,x1,x2,x3,x4,x5,x6,x7,x8
urup1245,-,-,i,v,-,e,-,-
yaru1257,-,-,u,w,-,e,-,-
orow1243,-,-,i,w,-,e,-,-
orow1243,-,-,i,n,-,a,-,-
wany1246,e,w,i,-,-,-,7,-
wany1246,-,-,i,n,-,a,7,-
wari1268,-,-,-,-,-,-,w,e
wari1268,-,-,-,n,-,a,7,-
kuyu1236,u,w,e,-,-,-,7,-
kuyu1236,-,-,i,n,-,a,7,-
itor1239,u,w,e,-,-,-,7,-
itor1239,-,-,i,n,-,a,7,-
tora1263,-,-,i,-,w,i,-,-
tora1263,-,-,i,n,y,a,-,-
