language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
urup1245,-,-,-,i,-,-,-,-,a,m,a,-,-,y
yaru1257,-,-,-,i,-,-,-,-,-,p,-,-,-,-
orow1243,w,-,-,i,-,-,y,-,a,m,a,-,-,n
wany1246,w,-,-,i,-,-,y,-,-,-,i,k,u,n
wari1268,w,-,-,i,-,-,y,-,i,m,a,-,-,-
kuyu1236,-,-,-,e,-,-,-,-,-,-,-,-,-,-
itor1239,-,-,-,e,-,-,y,-,e,-,-,-,-,-
tora1263,n,i,a,e,t,-,S,-,i,d,-,-,-,n
kite1237,p,-,-,i,-,S,i,t,i,k,o,-,-,-
chap1269,m,-,-,i,t,S,i,t,i,k,o,-,-,n
