language,x1,x2,x3,x4,x5,x6,x7,x8,x9
yaru1257,-,-,-,e,m,e,t,e,-
orow1243,-,-,-,e,m,e,t,e,7
wany1246,-,-,-,-,-,a,k,a,k
wari1268,-,-,-,-,m,e,t,e,7
itor1239,n,a,t,a,n,a,t,a,n
