language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
urup1245,-,-,-,p,-,-,-,-,a,-,-,-
orow1243,-,-,-,n,-,-,-,-,a,7,-,-
wany1246,-,w,a,n,-,y,-,-,a,m,-,-
wari1268,-,-,-,t,-,-,-,-,o,m,i,7
kuyu1236,-,-,-,y,-,-,-,-,a,-,-,-
itor1239,-,-,-,y,-,-,-,-,a,-,-,-
kite1237,-,-,-,y,a,y,a,r,a,-,-,-
kite1237,t,u,m,i,-,-,-,-,-,-,-,-
chap1269,t,i,m,i,-,-,-,-,-,-,-,-
