language,x1,x2,x3,x4,x5,x6,x7,x8
stan1290,s,u,f,l,e,-,-,-
dutc1256,-,-,b,l,a,z,3,-
stan1295,-,-,b,l,a,z,3,n
stan1293,-,-,b,l,3,-,u,-
