language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
nucl1235,-,v,-,o,-,r,-,o,S,-,-,-
mode1248,-,m,-,e,-,r,-,i,T,-,i,-
stan1290,-,k,-,E,-,l,-,-,k,-,-,-
swed1254,-,-,-,-,-,n,-,o,g,r,a,-
dani1285,-,-,-,-,-,n,-,o,-,-,3,n
dutc1256,-,s,-,o,-,m,-,3,x,-,3,-
dutc1256,-,-,-,e,-,n,-,3,X,-,-,-
stan1295,-,-,-,E,-,t,v,a,s,-,-,-
stan1293,-,s,-,o,-,m,-,-,-,-,-,-
russ1263,n,y,-,e,m,n,-,o,g,-,o,-
poli1260,k,y,-,i,-,l,-,-,k,-,a,-
mait1250,-,k,a,i,-,-,-,-,-,-,o,-
mait1250,-,k,-,i,-,T,-,-,h,-,u,-
urdu1245,-,k,-,u,-,C,-,-,h,-,-,-
mara1378,-,k,-,a,-,-,-,-,h,-,i,-
oriy1255,-,k,-,i,-,T,-,-,h,-,i,-
