language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
stan1290,-,-,-,-,f,i,r,o,-,k,-,-,-,l
dutc1256,s,t,e,m,p,-,-,-,-,-,E,i,s,t
stan1295,-,-,-,-,f,u,r,u,N,k,3,-,-,l
stan1293,-,-,-,-,b,-,-,-,-,-,o,i,-,l
