language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
stan1290,d,i,v,-,-,-,i,z,e,-
dutc1256,v,-,-,3,r,d,e,l,3,-
stan1295,t,-,-,a,-,-,i,l,3,n
stan1293,d,i,v,a,-,-,i,d,-,-
