language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
nucl1235,-,t,-,-,-,-,E,-,s,n,E,l,-
mode1248,-,v,-,-,l,-,e,-,p,-,o,-,-
stan1288,-,b,-,-,-,-,e,-,r,-,-,-,-
port1283,-,v,-,-,-,-,e,-,r,-,-,-,-
ital1282,-,v,-,e,d,-,e,-,r,-,e,-,-
stan1289,-,b,-,-,-,-,E,w,r,-,3,-,-
stan1290,-,v,-,-,w,-,a,-,r,-,-,-,-
swed1254,-,s,-,-,-,-,e,-,-,-,-,-,-
dani1285,-,s,-,-,-,-,e,-,-,-,-,-,-
dutc1256,-,z,-,-,-,-,i,-,n,-,-,-,-
stan1295,-,z,-,-,-,-,e,3,n,-,-,-,-
stan1293,-,s,-,-,-,-,i,-,-,-,-,-,-
czec1258,-,v,-,i,T,-,E,-,t,-,-,-,-
russ1263,-,v,-,i,d,y,e,-,t,-,y,-,-
poli1260,-,v,y,i,j,-,E,-,C,-,-,-,-
bret1244,g,w,-,E,l,-,E,-,t,-,-,-,-
mait1250,-,d,-,-,-,-,e,k,h,-,3,b,-
urdu1245,-,d,-,-,-,-,e,k,h,n,3,-,-
mara1378,-,p,-,-,-,-,a,-,h,n,e,-,-
oriy1255,-,d,-,-,-,-,e,k,h,-,-,-,-
sout2730,-,-,-,-,-,-,a,-,t,-,u,-,-
sout2730,-,x,-,-,-,-,a,-,k,-,E,-,-
cent2004,-,-,-,-,-,-,-,-,x,-,o,-,-
cent2004,-,-,-,-,-,-,a,N,k,-,e,-,-
nort2724,-,-,-,-,-,-,e,-,t,-,u,-,-
nort2724,-,-,-,-,-,-,E,-,t,-,u,l,a
nort2724,-,-,-,-,-,-,e,n,q,-,E,-,-
nort2724,-,-,-,-,-,-,e,-,t,-,u,-,-
nort2724,-,-,-,-,-,-,e,n,q,-,e,n,-
