language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
stan1290,f,o,r,-,-,Z,-,3,r,o
dutc1256,-,-,-,-,-,s,m,i,t,-
stan1295,-,-,-,-,-,S,m,i,t,-
stan1293,b,-,l,E,k,s,m,i,8,-
