language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
nucl1235,-,-,t,-,-,-,-,-,-,s,o,v
mode1248,-,-,8,a,-,-,-,l,a,s,a,-
stan1288,-,-,m,a,-,-,-,r,-,-,-,-
port1283,-,-,m,a,-,-,-,r,-,-,-,-
ital1282,-,-,m,a,-,-,-,r,-,-,e,-
stan1289,-,-,m,a,-,-,-,r,-,-,-,-
stan1290,-,-,m,E,-,-,-,r,-,-,-,-
swed1254,S,-,x,e,-,-,-,-,-,-,-,-
swed1254,-,-,h,o,-,-,-,v,-,-,-,-
dani1285,-,-,h,o,-,-,-,w,-,-,-,-
dutc1256,-,-,z,e,-,-,-,-,-,-,-,-
stan1295,o,-,c,e,-,-,-,a,-,-,n,-
stan1295,-,-,m,e,-,-,-,a,-,-,-,-
stan1295,-,-,z,e,-,-,-,-,-,-,-,-
stan1293,-,-,s,i,-,-,-,-,-,-,-,-
czec1258,-,-,m,o,-,-,-,r,-,-,E,-
russ1263,-,-,m,o,-,-,-,r,-,y,e,-
poli1260,-,-,m,o,-,-,-,Z,-,-,E,-
bret1244,-,-,m,o,-,-,-,X,-,-,-,-
mait1250,s,3,m,u,-,d,-,r,-,-,-,-
urdu1245,s,3,m,3,n,d,3,r,-,-,-,-
mara1378,s,3,m,u,-,d,-,r,-,-,3,-
oriy1255,s,o,m,u,-,d,-,r,-,-,o,-
oriy1255,-,-,b,u,-,-,-,r,-,-,-,-
