language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
nucl1235,o,s,t,-,-,3,-,X,-,-,-,-
mode1248,a,s,t,-,-,-,-,r,-,o,-,-
stan1288,e,s,t,r,-,e,-,L,-,a,-,-
port1283,3,S,t,r,-,e,-,l,-,a,-,-
ital1282,-,s,t,-,-,e,-,l,-,a,-,-
stan1289,3,s,t,-,-,E,-,l,-,-,-,-
stan1290,e,-,t,w,-,a,-,l,-,-,-,-
swed1254,-,S,x,-,-,E,-,r,n,a,-,-
dani1285,-,s,d,h,y,E,-,a,n,3,-,-
dutc1256,-,s,t,-,-,E,-,r,-,-,-,-
stan1295,-,S,t,-,-,E,-,r,n,-,-,-
stan1293,-,s,t,-,-,o,-,-,-,-,-,-
czec1258,-,h,v,-,y,E,z,d,-,a,-,-
russ1263,-,z,v,-,y,e,z,d,-,a,-,-
poli1260,-,g,v,-,y,a,z,d,-,a,-,-
bret1244,-,s,t,-,-,e,-,r,-,E,t,-
mait1250,-,-,t,-,-,a,-,r,-,a,-,-
urdu1245,-,-,t,-,-,o,-,r,-,3,-,-
mara1378,-,-,t,s,-,a,n,d,-,3,n,i
mara1378,-,-,t,-,-,a,-,r,-,a,-,-
oriy1255,-,-,t,-,-,a,-,r,-,a,-,-
sout2730,-,S,-,-,-,E,-,-,-,-,-,-
sout2730,-,S,-,-,-,3,-,-,-,-,-,-
cent2004,-,S,-,-,-,a,-,n,-,-,-,-
cent2004,-,S,-,-,-,3,-,-,-,-,-,-
nort2724,-,S,-,-,-,a,-,-,-,-,-,-
nort2724,-,S,-,-,-,E,-,-,-,-,-,-
nort2724,-,S,-,-,-,a,-,N,-,-,-,-
nort2724,-,S,-,-,-,a,-,-,-,-,-,-
nort2724,-,s,-,-,-,a,-,n,-,-,-,-
