language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
nucl1235,y,-,-,E,r,k,i,n,k,h,-,-,-
mode1248,-,-,-,u,r,-,a,n,o,s,-,-,-
stan1288,8,y,-,e,-,-,-,-,-,l,-,o,-
port1283,s,-,-,E,-,-,-,-,-,w,-,-,-
ital1282,C,-,-,E,-,-,-,-,-,l,-,o,-
stan1289,s,-,-,E,-,-,-,-,-,l,-,-,-
stan1290,s,y,-,E,-,-,-,-,-,l,-,-,-
swed1254,h,-,-,i,-,-,-,m,3,l,-,-,-
dani1285,h,-,-,e,-,-,-,m,3,l,-,-,-
dutc1256,h,-,-,E,-,-,-,m,3,l,-,-,-
stan1295,h,-,-,i,-,-,-,m,-,l,-,-,-
stan1293,s,k,a,i,-,-,-,-,-,-,-,-,-
czec1258,n,-,-,E,-,-,-,-,-,b,-,E,-
russ1263,n,y,-,e,-,-,-,-,-,b,-,o,-
poli1260,5,-,-,E,-,-,-,-,-,b,-,o,-
bret1244,w,-,-,a,-,-,-,p,-,l,-,-,-
mait1250,-,-,-,a,-,-,-,k,a,s,-,-,-
urdu1245,-,-,-,-,-,-,-,7,o,s,m,o,n
mara1378,-,-,-,a,-,-,-,k,a,S,-,-,-
oriy1255,s,w,-,o,r,-,-,g,-,-,-,o,-
oriy1255,-,g,-,o,-,-,-,g,-,-,-,o,n
oriy1255,-,-,-,a,-,-,-,k,a,s,-,o,-
