language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
nucl1235,-,-,-,v,-,i,-,-,-,-,z
mode1248,-,-,a,f,S,e,-,n,a,-,s
stan1288,-,-,-,k,w,e,-,L,-,-,o
ital1282,-,-,-,k,-,o,-,l,-,-,o
stan1290,-,-,-,k,-,-,-,-,-,-,u
dutc1256,-,n,E,k,-,-,-,-,-,-,-
dutc1256,-,-,-,h,-,o,-,l,-,-,s
stan1295,-,-,-,h,-,a,-,l,-,-,s
sout2730,-,-,-,k,-,o,-,t,-,-,E
cent2004,3,m,-,y,-,-,-,-,-,-,3
cent2004,-,m,-,y,-,3,-,t,-,h,o
nort2724,-,-,-,q,-,o,-,t,E,m,e
nort2724,-,-,-,q,-,o,-,t,-,-,E
nort2724,-,-,-,q,-,o,-,N,-,m,o
nort2724,-,-,-,q,-,o,-,t,e,m,e
nort2724,-,-,-,q,-,o,N,n,o,N,-
