language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
nucl1235,-,-,-,s,-,3,r,p,-,-,h,-,E,-,-,-,l,-
mode1248,-,-,-,s,-,-,-,p,o,5,T,-,i,-,-,-,z,o
stan1288,-,-,-,l,-,i,m,p,-,-,y,-,a,-,-,-,r,-
port1283,-,e,-,S,-,u,-,-,-,-,g,-,a,-,-,-,r,-
ital1282,-,a,-,S,-,u,-,-,-,-,g,-,a,-,-,-,r,e
stan1289,-,3,-,S,-,u,-,-,-,-,x,-,a,-,-,-,-,-
stan1289,n,3,-,t,-,3,-,-,-,-,Z,-,a,-,-,-,-,-
stan1290,-,E,-,s,y,i,-,-,-,-,y,-,e,-,-,-,-,-
swed1254,-,-,-,t,-,o,-,r,-,-,k,-,a,-,-,-,-,-
dani1285,-,-,-,-,-,-,-,d,-,-,h,E,a,o,-,-,-,-
dutc1256,-,-,-,-,-,-,-,-,-,-,v,-,-,e,x,3,n,-
stan1295,-,-,-,-,-,-,-,-,-,-,v,-,-,i,S,-,n,-
stan1293,-,-,-,-,-,-,-,-,-,-,w,-,a,i,p,-,-,-
czec1258,v,i,-,T,-,i,-,-,-,-,r,-,a,-,-,-,t,-
russ1263,v,3,-,t,-,i,-,-,-,-,r,-,a,-,-,-,t,y
poli1260,v,3,-,C,-,E,-,-,-,-,r,-,a,-,-,-,C,-
bret1244,-,-,-,s,-,E,-,-,-,-,x,-,a,-,-,-,-,-
urdu1245,p,o,n,C,-,-,-,-,-,-,h,n,3,-,-,-,-,-
mara1378,p,u,-,-,-,-,-,-,-,-,s,n,e,-,-,-,-,-
oriy1255,p,o,-,T,-,-,-,-,-,-,h,-,i,-,-,-,-,-
