language,x1,x2,x3,x4,x5,x6,x7,x8
stan1290,e,k,o,-,r,S,e,-
dutc1256,-,v,-,i,l,-,3,-
stan1295,-,h,o,i,t,-,3,n
stan1293,-,s,-,-,k,-,i,n
