language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
stan1288,s,a,b,-,-,e,-,-,-,-,r,-
stan1295,-,-,v,-,-,i,-,s,-,-,n,-
czec1258,-,-,v,y,-,E,-,T,-,E,t,-
russ1263,-,-,-,-,-,-,-,z,n,a,t,y
poli1260,-,-,v,y,-,E,-,j,-,E,C,-
mait1250,y,a,-,-,-,-,-,-,n,3,b,-
urdu1245,j,o,-,-,-,-,-,-,n,3,-,-
mara1378,m,a,h,i,t,3,-,s,n,e,-,-
oriy1255,y,a,-,-,-,-,-,-,n,-,-,-
sout2730,-,-,-,-,-,-,-,z,-,u,t,u
sout2730,-,-,-,-,-,-,-,s,-,u,-,-
cent2004,-,-,-,-,-,-,-,s,-,e,n,-
cent2004,-,-,-,-,-,-,-,s,-,e,-,-
nort2724,-,-,-,-,-,-,-,s,-,i,-,-
nort2724,-,-,-,-,-,-,-,s,w,E,-,-
nort2724,-,-,t,-,-,o,t,h,-,o,-,-
nort2724,-,-,t,-,-,i,c,h,w,a,-,-
