language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
nucl1235,-,-,-,k,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-
mode1248,-,-,-,Z,-,-,-,-,-,i,-,-,n,-,-,e,k,a,-
stan1288,-,-,-,m,-,-,-,-,-,u,-,-,x,-,-,-,-,e,r
port1283,-,-,-,m,-,-,-,-,-,u,-,-,L,-,-,-,-,E,r
ital1282,-,-,-,d,-,-,-,-,-,o,-,-,n,-,-,-,-,a,-
stan1289,-,-,-,d,-,-,-,-,-,o,-,-,n,-,-,-,-,3,-
stan1290,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,a,m
swed1254,-,-,-,d,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-
swed1254,k,-,-,v,-,-,-,-,-,i,-,-,n,-,-,-,-,a,-
dani1285,g,-,h,v,-,-,-,-,-,e,-,-,n,-,-,-,-,3,-
dutc1256,-,-,-,v,-,-,r,o,-,u,-,-,-,-,-,-,-,-,-
stan1295,-,-,-,f,-,-,r,a,-,u,-,-,-,-,-,-,-,-,-
stan1295,-,-,-,v,-,-,-,a,-,i,-,-,p,-,-,-,-,-,-
stan1293,-,-,-,w,-,-,-,-,-,u,-,-,m,-,-,-,-,3,n
czec1258,-,-,-,Z,-,-,-,-,-,E,-,-,n,-,-,-,-,a,-
russ1263,-,-,-,Z,-,-,-,-,-,e,-,-,n,S,C,3,n,a,-
poli1260,k,o,b,y,-,-,-,-,-,E,-,-,t,-,-,-,-,a,-
bret1244,-,-,-,m,-,-,-,-,-,o,-,-,w,-,-,-,-,E,s
mait1250,-,-,i,s,-,t,r,3,g,3,-,-,n,-,-,-,-,-,-
urdu1245,-,-,-,-,-,7,-,o,r,3,-,-,t,-,-,-,-,-,-
mara1378,-,-,-,s,-,t,r,-,-,i,-,-,-,-,-,-,-,-,-
mara1378,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
oriy1255,m,a,i,k,-,-,-,-,-,i,-,-,n,-,-,i,-,a,-
oriy1255,m,o,-,h,-,-,-,-,-,i,-,-,L,-,-,-,-,a,-
oriy1255,-,-,-,s,-,t,r,-,-,i,-,-,-,-,-,-,-,-,-
sout2730,-,-,-,5,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
sout2730,-,-,-,5,-,-,-,-,-,o,-,-,5,-,-,-,-,i,-
cent2004,-,-,-,y,-,-,-,-,-,o,y,e,n,-,-,-,y,e,n
cent2004,-,-,-,y,-,-,-,-,-,u,-,-,l,-,-,-,-,a,-
nort2724,-,-,-,5,-,-,-,-,-,i,-,-,y,-,-,-,c,i,-
nort2724,-,-,-,y,e,n,h,-,-,o,-,-,N,-,-,-,m,o,-
nort2724,-,-,-,5,-,-,-,-,-,u,-,-,5,-,-,i,c,i,-
