language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
nucl1235,h,-,-,-,-,o,-,-,-,s,-,-,t,-
mode1248,x,o,n,d,r,o,-,-,-,s,-,-,-,-
stan1288,g,-,-,-,-,o,r,-,-,8,-,o,-,-
port1283,-,-,-,-,-,3,S,p,e,s,-,u,-,-
ital1282,g,-,-,-,r,o,-,-,-,s,-,o,-,-
stan1289,-,-,-,-,-,3,-,-,-,s,p,E,s,-
stan1289,g,-,-,-,r,u,-,-,-,S,-,u,t,-
stan1289,g,-,-,-,r,o,-,-,-,s,-,-,-,-
stan1290,-,-,-,-,-,e,-,-,-,p,-,E,-,-
stan1290,-,-,-,-,-,e,-,-,-,p,-,E,-,-
swed1254,-,-,-,-,-,-,-,-,-,S,-,o,k,-
dani1285,-,-,-,-,-,-,-,-,-,d,h,i,g,h
dutc1256,-,-,-,-,-,-,-,-,-,d,-,i,k,-
dutc1256,-,-,-,-,-,-,-,-,-,d,-,i,k,-
stan1295,-,-,-,-,-,-,-,-,-,d,-,i,k,-
stan1295,-,-,-,-,-,-,-,-,-,d,-,i,k,-
stan1293,-,-,-,-,-,-,-,-,-,8,-,i,k,-
stan1293,-,-,-,-,-,-,-,-,-,8,-,i,k,-
czec1258,t,-,-,-,l,u,-,-,-,s,t,i,-,-
russ1263,t,o,-,-,l,-,-,-,-,s,t,3,y,-
poli1260,-,-,-,-,g,E,-,-,-,s,t,3,-,-
bret1244,-,-,-,-,-,-,-,-,-,t,-,e,w,-
mait1250,g,-,-,-,-,3,-,-,-,n,-,-,-,-
urdu1245,m,-,-,-,-,o,-,-,-,t,-,3,-,-
mara1378,g,-,-,-,h,3,-,-,-,t,-,3,-,-
oriy1255,m,-,-,-,-,o,-,-,-,t,-,a,-,-
