language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
mode1248,-,-,-,-,-,-,-,a,-,k,u,o
stan1290,-,-,o,t,-,-,-,o,-,d,r,-
dutc1256,-,h,o,r,-,-,-,3,-,n,-,-
stan1295,-,h,e,r,-,-,-,3,-,n,-,-
stan1293,-,h,-,i,-,-,-,3,-,-,-,-
poli1260,s,w,3,S,-,-,-,E,-,C,-,-
bret1244,k,l,E,v,-,-,-,E,-,t,-,-
mara1378,-,-,-,-,-,-,-,3,k,n,e,-
sout2730,C,h,-,y,-,-,-,E,-,-,-,-
sout2730,C,h,-,-,-,-,-,3,-,-,-,-
cent2004,C,h,-,y,a,n,t,3,-,-,-,-
cent2004,C,h,-,y,-,-,-,3,-,-,-,-
nort2724,C,h,-,y,-,-,-,a,-,-,-,-
nort2724,C,h,-,y,-,-,-,E,-,-,-,-
nort2724,C,h,-,y,-,-,-,a,-,N,-,-
nort2724,C,h,-,y,-,-,-,a,-,-,-,-
nort2724,C,h,-,y,-,-,-,a,-,n,-,-
