language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
nucl1235,t,3,-,X,-,o,m,o,r,-,t,h
port1283,-,-,-,-,-,o,m,a,i,-,-,-
swed1254,-,-,-,k,-,o,r,-,-,-,-,-
czec1258,-,-,-,m,-,u,S,-,-,-,-,-
bret1244,-,-,-,g,w,a,s,-,-,-,-,-
urdu1245,-,-,-,7,-,o,d,m,i,-,-,-
sout2730,-,-,-,-,-,-,c,-,i,-,-,-
sout2730,-,-,-,-,-,-,c,-,i,-,-,-
cent2004,-,-,-,-,-,-,c,-,i,-,-,-
cent2004,-,-,-,-,-,-,c,-,i,-,-,-
nort2724,d,o,-,x,-,o,c,-,i,-,-,-
nort2724,d,a,-,x,-,o,-,-,-,-,-,-
nort2724,S,a,t,h,-,-,-,-,y,o,p,o
nort2724,d,a,-,x,-,o,c,-,i,-,-,-
nort2724,-,-,-,-,-,-,c,-,i,-,-,-
