language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
nucl1235,-,-,m,-,-,E,-,-,n,k,-,-,h
mode1248,-,e,m,-,-,i,-,-,-,-,-,-,s
stan1288,-,-,n,-,-,o,s,o,-,t,r,o,s
port1283,-,-,n,-,-,o,S,-,-,-,-,-,-
stan1289,-,-,n,-,-,u,z,a,l,t,r,3,s
stan1290,-,-,n,-,-,u,-,-,-,-,-,-,-
swed1254,-,-,v,-,-,i,-,-,-,-,-,-,-
dani1285,-,-,v,-,-,i,-,-,-,-,-,-,-
dutc1256,-,-,w,-,E,i,-,-,-,-,-,-,-
stan1295,-,-,v,-,-,i,-,a,-,-,-,-,-
stan1293,-,-,w,-,-,i,-,-,-,-,-,-,-
czec1258,-,-,m,-,-,i,-,-,-,-,-,-,-
russ1263,-,-,m,-,-,3,-,-,-,-,-,-,-
poli1260,-,-,m,-,-,3,-,-,-,-,-,-,-
bret1244,-,-,n,-,-,i,-,-,-,-,-,-,-
mait1250,h,3,m,-,s,3,-,-,-,-,-,-,b
urdu1245,h,3,m,-,-,-,-,-,-,-,-,-,-
mara1378,-,a,m,-,h,i,-,-,-,-,-,-,-
oriy1255,-,a,m,-,-,e,-,-,-,-,-,-,-
sout2730,-,-,5,a,-,-,-,-,-,-,-,-,-
sout2730,-,-,N,a,x,o,-,-,-,-,-,-,-
cent2004,-,-,N,o,-,-,-,-,-,-,-,-,-
cent2004,-,-,y,o,-,-,-,-,-,-,-,-,-
cent2004,-,-,5,a,-,-,-,-,-,-,-,-,-
nort2724,-,-,N,-,w,i,-,-,-,-,-,-,-
nort2724,-,-,-,-,w,e,-,-,-,-,-,-,-
nort2724,-,-,m,-,-,i,-,-,-,-,-,-,-
nort2724,-,-,N,a,x,o,-,-,-,-,-,-,-
nort2724,-,-,5,o,x,o,-,-,-,-,-,-,-
nort2724,-,-,-,a,X,o,-,-,-,-,-,-,-
nort2724,-,-,-,a,N,o,-,-,-,-,-,-,-
nort2724,-,-,5,a,t,3,-,-,-,-,-,-,-
nort2724,-,-,X,a,N,-,-,-,-,-,-,-,-
