language,x1,x2,x3,x4,x5,x6,x7,x8,x9
stan1290,f,-,E,-,-,r,m,y,e
dutc1256,b,-,u,-,-,r,-,-,-
stan1295,b,a,u,-,3,r,-,-,-
stan1293,f,-,o,m,3,r,-,-,-
