language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
stan1290,-,-,-,-,-,S,-,-,a,r,p,o,t,y,e
dutc1256,-,-,-,-,-,t,i,m,3,r,m,o,n,-,-
stan1295,-,-,-,-,-,c,i,m,3,r,m,a,n,-,-
stan1293,k,o,p,3,n,t,-,-,3,r,-,-,-,-,-
