language,x1,x2,x3,x4,x5,x6,x7,x8
stan1290,b,-,r,o,s,-,-,-
dutc1256,b,o,r,-,s,t,3,l
stan1295,b,i,r,-,s,t,3,-
stan1293,b,-,r,o,S,-,-,-
