language,x1,x2,x3,x4,x5,x6,x7,x8,x9
stan1290,-,-,-,l,-,-,3,v,e
dutc1256,-,o,p,t,i,l,3,-,-
stan1295,a,u,f,h,e,b,3,-,n
stan1293,-,-,-,l,-,-,i,f,t
stan1293,-,-,-,r,e,-,i,-,z
