language,x1,x2,x3,x4,x5,x6,x7
stan1290,-,a,v,w,a,-,n
dutc1256,h,a,v,-,3,-,r
stan1295,h,a,f,-,3,-,r
stan1293,-,-,-,-,3,u,t
