language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
nucl1235,-,-,-,-,-,-,-,-,-,n,-,-,E,t,E,l,-
mode1248,-,r,-,-,-,-,i,x,-,n,-,-,o,-,-,-,-
stan1288,-,-,-,-,-,-,-,t,i,r,-,-,a,-,-,r,-
port1283,-,-,-,-,-,-,a,t,i,r,-,-,a,-,-,r,-
port1283,-,l,-,-,-,-,a,s,-,-,-,-,a,-,-,r,-
ital1282,d,Z,-,-,-,-,e,t,-,-,-,-,a,-,-,r,e
stan1289,-,-,-,-,-,-,-,t,i,r,-,-,a,-,-,-,-
stan1290,-,Z,-,-,-,-,3,t,e,-,-,-,-,-,-,-,-
stan1290,-,Z,-,-,-,-,3,t,e,-,-,-,-,-,-,-,-
swed1254,-,-,-,-,-,-,-,s,-,l,E,N,a,-,-,-,-
swed1254,-,k,-,-,-,-,a,s,-,t,-,-,a,-,-,-,-
dani1285,-,g,-,-,-,h,a,s,-,d,-,h,3,-,-,-,-
dutc1256,s,m,-,-,-,-,E,i,-,t,-,-,3,-,-,n,-
dutc1256,-,w,-,-,-,-,E,-,-,r,-,p,3,-,-,n,-
dutc1256,-,w,-,-,-,-,E,-,-,r,-,p,3,-,-,-,-
stan1295,-,v,-,-,-,-,E,-,-,r,-,f,-,-,-,n,-
stan1295,-,v,-,-,-,-,E,-,-,r,-,f,3,-,-,n,-
stan1293,-,8,-,-,-,-,-,-,-,r,-,-,3,-,-,u,-
stan1293,-,8,-,-,-,-,-,-,-,r,-,-,3,-,-,u,-
czec1258,-,h,-,-,-,-,a,-,-,z,-,-,E,-,-,t,-
russ1263,-,b,-,-,-,r,o,-,-,s,-,-,a,-,-,t,y
poli1260,-,Z,-,-,-,-,u,-,-,c,-,-,a,-,-,C,-
bret1244,-,-,-,-,-,-,-,t,e,l,-,-,E,-,-,r,-
mait1250,p,h,-,-,-,-,e,k,-,-,-,-,3,-,-,b,-
urdu1245,p,h,-,-,-,-,e,k,-,n,-,-,3,-,-,-,-
mara1378,p,h,-,-,-,-,e,k,-,n,-,-,e,-,-,-,-
oriy1255,p,h,o,p,a,d,i,-,-,b,-,-,a,-,-,-,-
oriy1255,p,h,-,-,-,-,i,-,-,n,-,-,g,-,-,-,-
