language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
nucl1235,-,t,h,3,k,-,-,-,h,-,-,-,-,E,-,-,l,-,-,-,-,-
mode1248,f,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,o,-,-,-
stan1288,e,s,-,-,k,-,u,-,p,-,-,-,-,i,-,-,r,-,-,-,-,-
port1283,-,-,-,-,k,-,u,S,p,-,-,-,-,i,-,-,r,-,-,-,-,-
ital1282,-,s,-,-,-,-,-,-,p,-,-,-,-,u,t,a,r,-,e,-,-,-
stan1289,3,s,-,-,k,-,u,-,p,-,-,-,-,i,-,-,-,-,-,-,-,-
stan1290,-,-,-,-,k,r,a,S,-,-,-,-,-,e,-,-,-,-,-,-,-,-
swed1254,-,s,-,-,-,-,-,-,p,-,-,-,-,o,-,-,t,-,a,-,-,-
dani1285,-,s,-,-,-,-,-,-,b,-,-,-,-,e,-,-,d,h,3,-,-,-
dutc1256,-,s,-,-,-,-,-,-,p,-,-,-,-,i,w,3,n,-,-,-,-,-
stan1295,-,S,-,-,-,-,-,-,p,e,-,-,-,i,-,3,n,-,-,-,-,-
stan1293,-,s,-,-,-,-,-,-,p,-,-,-,-,i,-,-,t,-,-,-,-,-
czec1258,-,-,-,-,-,-,-,-,p,l,-,-,-,i,v,a,t,-,-,-,-,-
russ1263,-,-,-,-,-,-,-,-,p,l,-,-,y,e,v,a,t,y,-,-,-,-
poli1260,-,-,-,-,-,-,-,-,p,l,-,-,-,u,-,-,C,-,-,-,-,-
bret1244,-,s,-,-,k,-,o,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-
bret1244,-,t,-,-,-,-,i,-,f,-,-,-,-,a,-,-,t,-,-,-,-,-
mait1250,-,t,-,-,-,-,-,-,h,-,-,-,-,u,-,-,k,-,3,-,b,-
urdu1245,-,t,-,-,-,-,-,-,h,-,-,-,-,u,-,-,k,n,3,-,-,-
mara1378,-,t,-,-,-,-,-,-,h,-,-,-,-,u,-,n,k,n,e,-,-,-
oriy1255,-,T,-,-,-,-,-,-,h,e,p,o,p,o,-,-,k,-,e,i,b,a
