language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
nucl1235,k,h,-,o,-,-,r,-,-,-,-,-,-,-,-
mode1248,-,p,-,e,t,-,r,-,-,a,-,-,-,-,-
stan1288,-,p,y,e,8,-,r,-,-,a,-,-,-,-,-
port1283,-,p,-,E,d,-,r,-,-,a,-,-,-,-,-
ital1282,-,p,y,E,t,-,r,-,-,a,-,-,-,-,-
stan1289,-,-,-,-,-,-,r,-,-,o,-,-,k,-,-
stan1289,-,p,-,e,8,-,r,-,-,3,-,-,-,-,-
stan1290,-,p,y,E,-,-,r,-,-,-,-,-,-,-,-
swed1254,-,s,-,-,t,-,-,-,-,e,-,-,n,-,-
dani1285,-,s,-,-,d,-,h,-,-,e,-,-,n,-,-
dutc1256,-,s,-,-,t,-,-,-,-,e,-,-,n,-,-
stan1295,-,S,-,-,t,-,a,-,-,i,-,-,n,-,-
stan1293,-,s,-,-,t,-,3,-,-,u,-,-,n,-,-
czec1258,-,-,-,-,k,-,a,m,-,E,-,-,n,-,-
russ1263,-,-,-,-,k,-,a,m,y,e,-,-,n,-,y
poli1260,-,-,-,-,k,-,a,m,y,E,-,-,5,-,-
bret1244,-,m,-,-,-,-,-,-,-,e,-,-,n,-,-
mait1250,-,p,-,a,t,-,h,-,-,3,-,-,r,-,-
urdu1245,-,p,-,3,t,-,h,-,-,3,-,-,r,-,-
mara1378,-,-,-,-,d,3,g,-,-,3,-,-,d,-,-
oriy1255,-,-,-,-,g,-,-,-,-,o,-,-,r,-,i
oriy1255,-,p,-,o,t,-,h,-,-,o,-,-,r,o,o
sout2730,-,-,-,-,c,-,-,-,-,o,-,-,w,-,-
sout2730,-,-,-,-,c,-,h,-,-,o,-,-,-,-,-
cent2004,-,-,-,-,c,-,-,-,-,o,-,-,w,-,-
cent2004,-,-,-,-,t,-,-,-,-,o,-,-,w,-,-
nort2724,-,-,-,-,d,a,N,-,-,a,-,-,-,-,-
nort2724,-,-,-,-,C,-,-,-,-,i,-,-,w,-,-
nort2724,-,-,-,-,t,-,-,-,-,i,-,-,w,-,-
nort2724,-,-,-,-,d,-,-,-,-,i,-,-,w,-,-
nort2724,-,-,-,-,t,-,-,-,-,o,-,-,-,-,-
nort2724,-,-,-,-,c,-,-,-,-,u,q,h,w,-,E
