language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
nucl1235,-,-,-,-,d,-,-,-,u,-
mode1248,-,-,-,e,s,-,-,-,i,-
stan1288,-,-,u,s,t,-,-,-,e,8
stan1288,-,-,-,-,t,-,-,-,u,-
port1283,-,-,-,-,t,-,-,-,u,-
ital1282,-,-,-,-,t,-,-,-,u,-
stan1289,-,-,-,-,t,-,-,-,u,-
stan1290,-,-,-,-,t,-,-,-,i,-
swed1254,-,-,-,-,d,-,-,-,3,-
dani1285,-,-,-,-,d,-,-,-,u,-
dutc1256,-,-,-,-,y,3,-,-,-,-
dutc1256,-,-,-,-,x,E,-,-,i,-
stan1295,-,-,-,-,d,-,-,-,u,-
stan1293,-,-,-,-,8,a,-,-,u,-
czec1258,-,-,-,-,t,-,-,-,i,-
russ1263,-,-,-,-,t,-,-,-,3,-
poli1260,-,-,-,-,t,-,-,-,3,-
bret1244,-,-,-,-,t,-,-,-,e,-
urdu1245,-,-,-,-,t,-,-,-,u,-
mara1378,-,-,-,-,t,-,-,-,u,-
oriy1255,a,p,o,-,n,o,n,k,o,-
oriy1255,-,-,-,-,t,-,-,-,o,-
oriy1255,-,-,-,-,t,u,m,-,o,-
sout2730,-,-,-,-,n,-,-,-,o,-
sout2730,-,-,-,-,n,-,-,-,e,n
cent2004,-,-,-,-,n,-,-,-,o,w
cent2004,-,-,-,-,n,-,-,-,o,-
nort2724,-,-,-,-,n,-,-,-,o,-
nort2724,-,-,-,-,n,-,-,-,o,-
nort2724,-,-,-,-,n,-,-,-,o,-
nort2724,-,-,-,-,n,-,-,-,o,-
nort2724,-,-,-,-,n,-,-,-,a,-
