language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
nucl1235,-,-,-,h,E,-,t,-,-,-,-
mode1248,-,-,-,m,e,-,-,-,-,-,-
stan1288,-,-,-,k,o,-,n,-,-,-,-
port1283,-,-,-,k,o,-,-,-,-,-,-
ital1282,-,-,-,k,o,-,n,-,-,-,-
stan1289,-,-,-,-,3,-,m,-,b,-,-
stan1290,a,v,E,k,-,-,-,-,-,-,-
swed1254,-,-,-,m,e,-,d,-,-,-,-
dani1285,-,-,-,m,e,-,8,-,-,-,-
dutc1256,-,-,-,m,E,-,t,-,-,-,-
stan1295,-,-,-,m,i,-,t,-,-,-,-
stan1293,-,-,-,w,i,-,8,-,-,-,-
czec1258,-,-,-,s,-,-,-,-,-,-,-
russ1263,-,-,-,s,-,-,-,-,-,-,-
poli1260,-,-,-,z,-,-,-,-,-,-,-
bret1244,-,-,-,g,o,n,d,-,-,-,-
mait1250,-,-,-,s,3,-,N,-,g,e,-
urdu1245,-,-,-,s,o,-,t,-,h,-,-
mara1378,-,-,-,s,3,-,-,-,h,3,-
mara1378,-,-,-,b,3,-,r,o,b,3,r
oriy1255,-,-,-,s,o,-,n,-,g,e,-
