language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
nucl1235,-,-,-,b,-,-,-,-,-,-,-,-,-,o,-,-,Z,-,o,n,-,E,-,-,l
mode1248,-,-,s,T,-,-,-,-,-,-,-,-,-,i,-,-,z,-,o,-,-,-,-,-,-
stan1288,-,-,-,p,a,r,-,t,-,-,-,-,-,i,-,-,r,-,-,-,-,-,-,-,-
port1283,-,-,-,-,-,r,a,S,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-
ital1282,-,-,s,p,a,-,-,k,-,-,-,-,-,a,-,-,r,-,e,-,-,-,-,-,-
ital1282,-,-,-,f,E,n,-,d,-,-,-,-,-,e,-,-,r,-,e,-,-,-,-,-,-
stan1289,-,-,-,-,3,-,-,s,-,-,-,-,k,3,-,-,r,8,a,-,-,-,-,-,-
stan1290,-,-,-,f,o,-,-,d,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-
stan1290,-,-,-,f,o,-,-,d,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-
swed1254,-,-,s,p,-,l,-,-,-,-,-,-,-,i,-,-,t,r,a,-,-,-,-,-,-
dani1285,-,-,g,h,-,l,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,w
dutc1256,-,-,s,p,-,l,E,-,-,-,-,-,-,i,-,-,t,-,3,-,-,-,-,-,n
dutc1256,-,-,s,p,-,l,E,-,-,-,-,-,-,i,-,-,t,-,3,-,-,-,-,-,-
stan1295,-,-,S,p,a,l,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,n
stan1295,-,-,S,p,a,l,-,-,-,-,-,-,-,-,-,-,t,-,3,-,-,-,-,-,n
stan1293,-,-,s,p,-,l,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-,-,-,-
stan1293,-,-,s,p,-,l,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-,-,-,-
czec1258,r,o,z,T,E,l,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-,-,-,-
russ1263,r,a,s,k,a,l,-,-,-,-,-,-,-,3,v,a,t,-,-,-,-,-,-,-,y
poli1260,r,-,-,-,-,-,-,-,-,-,-,-,-,o,b,a,C,-,-,-,-,-,-,-,-
bret1244,-,-,-,f,o,w,-,-,-,-,-,-,-,-,-,-,t,-,i,-,-,-,-,-,-
mait1250,-,-,T,-,-,-,-,-,-,-,-,-,-,i,-,-,r,-,3,b,-,-,-,-,-
urdu1245,-,-,d,-,o,-,-,t,u,k,r,e,k,3,-,-,r,n,3,-,-,-,-,-,-
mara1378,-,-,C,-,-,-,-,-,-,-,-,-,-,i,-,-,r,n,e,-,-,-,-,-,-
oriy1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,a,g,o,k
oriy1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,h,a,L,o,k
oriy1255,-,-,T,-,-,-,-,-,-,-,-,-,-,i,-,-,r,-,i,b,-,a,-,-,-
