language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
nucl1235,-,c,-,3,-,c,-,-,E,l,-
mode1248,-,r,-,o,-,f,-,-,o,-,-
stan1288,-,C,-,u,-,p,-,-,a,r,-
port1283,-,s,-,u,-,g,-,-,a,r,-
port1283,-,S,-,u,-,p,-,-,a,r,-
ital1282,-,s,-,u,k,y,-,-,a,r,e
stan1289,-,S,-,u,k,l,-,-,a,-,-
stan1290,-,s,-,i,-,s,-,-,e,-,-
stan1290,-,s,-,i,-,s,-,-,e,-,-
swed1254,-,s,-,3,-,g,-,-,a,-,-
dani1285,-,s,-,u,-,-,-,-,3,-,-
dutc1256,-,z,E,i,-,x,-,-,3,n,-
dutc1256,-,z,E,i,-,x,-,-,3,-,-
stan1295,-,z,a,u,-,g,-,-,-,n,-
stan1295,-,z,a,u,-,g,-,-,3,n,-
stan1293,-,s,-,o,-,k,-,-,-,-,-
stan1293,-,s,-,o,-,k,-,-,-,-,-
czec1258,-,s,-,-,-,-,-,-,a,t,-
russ1263,-,s,-,o,-,s,-,-,a,t,y
poli1260,-,s,-,-,-,-,-,-,a,C,-
bret1244,-,d,-,e,-,n,-,-,a,-,-
bret1244,-,s,-,i,-,n,-,-,-,-,-
mait1250,-,T,-,u,-,s,-,-,3,b,-
urdu1245,-,C,-,u,-,s,-,n,3,-,-
mara1378,t,s,-,o,k,h,-,n,e,-,-
oriy1255,-,T,-,u,-,s,i,b,a,-,-
