language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
stan1290,-,a,t,-,-,r,-,a,-,p,e,-
stan1290,s,e,z,-,i,r,-,-,-,-,-,-
dutc1256,-,-,v,o,s,t,p,o,-,k,3,-
stan1295,-,-,g,-,-,r,-,a,i,f,3,n
stan1293,-,-,g,-,-,r,-,o,s,p,-,-
