language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
port1283,-,-,-,-,-,-,S,u,v,a
czec1258,-,-,d,-,E,-,S,t,y,-
russ1263,-,-,d,-,o,-,Z,d,y,-
poli1260,-,-,d,-,E,-,S,C,-,-
mait1250,b,3,r,s,a,-,-,-,-,-
urdu1245,b,3,r,s,o,-,-,t,-,-
sout2730,-,o,w,-,o,-,S,-,i,-
sout2730,-,-,y,-,u,-,-,-,-,-
cent2004,-,-,-,-,o,-,-,-,-,-
cent2004,-,-,w,-,o,-,-,-,-,-
nort2724,-,-,-,-,u,-,-,-,-,-
nort2724,-,-,z,-,E,-,u,-,-,-
nort2724,-,-,z,-,i,-,-,-,-,-
nort2724,-,-,Z,-,i,-,-,-,-,-
nort2724,-,-,Z,-,3,w,o,-,-,-
nort2724,-,-,Z,-,i,-,-,-,-,-
