language,x1,x2,x3,x4,x5,x6,x7,x8,x9
stan1290,b,r,i,k,-,-,-,-,-
dutc1256,b,-,o,k,s,t,-,e,n
stan1295,b,-,a,k,S,t,a,i,n
stan1293,b,r,i,k,-,-,-,-,-
