language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
nucl1235,-,k,-,o,-,r,-,C,-,-,-,-
mode1248,-,k,-,o,n,d,o,s,-,-,-,-
stan1288,-,k,-,o,-,r,-,t,-,-,o,-
port1283,-,k,-,u,-,r,-,t,-,-,u,-
ital1282,-,k,-,o,-,r,-,t,-,-,o,-
stan1289,-,k,-,u,-,r,-,-,-,-,-,-
stan1290,-,k,-,u,-,r,-,-,-,-,-,-
swed1254,-,k,-,o,-,r,-,t,-,-,-,-
dani1285,-,g,h,o,-,d,-,h,-,-,-,-
dutc1256,-,k,-,o,-,r,-,t,-,-,-,-
stan1295,-,k,-,u,-,r,-,c,-,-,-,-
stan1293,-,S,-,o,-,-,-,t,-,-,-,-
czec1258,-,k,-,-,-,r,a,t,k,-,i,-
russ1263,-,k,-,o,-,r,o,t,k,-,3,y
poli1260,-,k,-,-,-,r,u,t,k,y,i,-
bret1244,-,b,-,E,-,r,-,-,-,-,-,-
mait1250,T,h,-,o,-,-,-,t,-,-,-,-
urdu1245,C,h,-,o,-,-,-,t,-,-,3,-
mara1378,t,h,-,e,N,g,-,n,-,-,a,-
oriy1255,T,h,-,o,-,-,-,t,-,-,o,-
oriy1255,g,-,-,e,-,-,-,r,-,-,a,-
sout2730,c,h,-,u,-,-,-,-,-,-,-,-
sout2730,c,h,3,u,-,-,-,-,-,-,-,-
cent2004,c,h,-,u,-,-,-,-,-,-,-,-
cent2004,c,h,-,u,-,-,-,-,-,-,-,-
nort2724,C,h,-,i,-,-,-,-,-,-,-,-
nort2724,c,h,-,o,-,-,-,-,-,-,-,-
nort2724,c,h,-,o,-,-,-,-,-,-,-,-
nort2724,C,h,-,i,-,-,-,-,-,-,-,-
nort2724,c,h,w,a,-,-,-,-,-,-,-,-
