language,x1,x2
sout2730,k,u
sout2730,k,u
cent2004,k,o
cent2004,k,a
cent2004,k,u
cent2004,k,u
nort2724,k,u
nort2724,k,u
nort2724,k,u
nort2724,k,u
nort2724,g,a
