language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
nucl1235,-,-,-,s,-,E,X,-,m,-,-,-,-,-,-,-,-,-,-,E,l,-
mode1248,-,-,-,z,-,u,-,-,p,-,-,-,-,-,-,-,-,-,-,o,-,-
stan1288,-,-,-,-,-,a,-,-,p,-,r,-,-,e,t,-,-,-,-,a,r,-
port1283,-,-,-,-,-,a,-,-,p,3,r,-,-,-,t,-,-,-,-,a,r,-
ital1282,-,-,-,-,-,-,-,-,p,-,r,E,m,e,-,-,-,-,-,-,r,e
stan1289,-,-,-,-,-,-,-,-,p,i,d,-,-,-,Z,-,-,-,-,a,-,-
stan1289,-,3,-,s,t,-,-,-,-,-,r,E,-,-,5,-,-,-,-,3,-,-
stan1289,-,-,-,-,k,u,-,m,p,-,r,i,-,-,m,-,-,-,-,i,-,-
stan1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,E,r,-,-,e,-,-
stan1290,-,-,-,-,-,-,-,-,p,-,r,-,-,e,s,-,-,-,-,e,-,-
swed1254,-,-,-,-,-,-,-,-,k,-,r,o,-,-,m,-,-,-,-,a,-,-
dani1285,-,-,-,d,-,-,-,-,h,-,X,E,g,-,h,-,-,-,-,3,-,-
dutc1256,-,-,-,-,-,-,-,-,p,E,r,-,-,-,s,-,-,-,-,3,n,-
dutc1256,-,E,i,t,-,-,-,-,p,E,r,-,-,-,s,-,-,-,-,3,-,-
stan1295,-,-,-,d,-,-,-,-,-,-,r,i,-,-,k,-,-,-,-,-,n,-
stan1295,-,a,u,s,-,-,-,-,v,-,r,i,-,-,N,-,-,-,-,3,n,-
stan1293,-,-,-,s,k,-,-,-,w,-,-,i,-,-,z,-,-,-,-,-,-,-
stan1293,-,-,-,s,k,-,-,-,w,-,-,i,-,-,z,-,-,-,-,-,-,-
czec1258,-,-,-,-,-,-,-,-,m,-,-,a,-,-,C,-,k,-,-,a,t,-
russ1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,Z,3,m,a,t,y
poli1260,-,-,-,-,-,-,-,-,S,-,C,i,-,-,s,-,k,-,-,a,C,-
mait1250,r,a,-,s,g,a,r,3,b,-,-,-,-,-,-,-,-,-,-,-,-,-
urdu1245,d,-,-,-,-,-,-,3,b,-,-,o,-,-,-,-,n,-,-,3,-,-
mara1378,-,-,-,-,-,-,-,-,p,-,-,i,-,-,L,-,n,-,-,e,-,-
oriy1255,n,i,-,-,g,a,d,i,b,-,-,-,-,-,-,-,-,-,-,a,-,-
