language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
nucl1235,-,-,-,d,E,-,X,i,n,-,-,-,-,-,-
mode1248,-,-,-,T,i,t,r,i,n,-,o,s,-,-,-
stan1288,a,m,a,r,i,-,-,-,L,-,o,-,-,-,-
port1283,a,m,a,r,E,-,-,-,l,-,u,-,-,-,-
ital1282,-,d,-,Z,a,-,-,-,l,-,o,-,-,-,-
stan1289,-,-,-,g,-,-,-,-,r,-,o,k,-,-,-
stan1290,-,-,-,Z,-,-,-,-,-,-,o,n,-,-,-
swed1254,-,-,-,g,3,-,-,-,l,-,-,-,-,-,-
dani1285,-,-,-,g,u,-,-,-,l,-,-,-,-,-,-
dutc1256,-,-,-,x,e,-,-,-,l,-,-,-,-,-,-
stan1295,-,-,-,g,E,-,-,-,l,-,p,-,-,-,-
stan1293,-,-,-,y,E,-,-,-,l,3,u,-,-,-,-
czec1258,-,-,-,Z,-,-,-,-,l,-,u,t,-,i,-
russ1263,-,-,-,Z,o,-,-,-,l,-,-,t,-,3,y
poli1260,-,-,-,Z,u,-,-,-,w,-,-,t,-,3,-
bret1244,-,-,-,m,e,-,-,-,l,-,E,n,-,-,-
mait1250,-,-,-,p,i,-,-,-,i,-,3,r,-,-,-
urdu1245,-,-,-,p,i,-,-,-,l,-,o,-,-,-,-
mara1378,-,-,-,p,i,-,-,w,L,-,a,-,-,-,-
oriy1255,-,-,-,h,o,-,-,-,L,-,o,d,i,a,-
sout2730,-,-,-,N,-,-,-,-,-,-,o,-,-,-,-
sout2730,-,-,-,x,-,-,-,-,-,-,o,N,-,-,-
cent2004,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
cent2004,-,-,-,w,-,-,-,-,-,-,o,-,-,-,-
nort2724,-,-,-,N,-,-,-,-,-,-,o,-,-,-,-
nort2724,-,-,-,X,-,-,-,-,-,-,o,-,-,-,-
nort2724,-,-,-,N,-,-,-,-,-,-,o,N,-,-,-
nort2724,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
nort2724,-,-,-,X,-,-,-,-,-,-,a,N,-,-,-
