language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
piap1246,-,-,-,n,u,a,n,-,i,r,-,-,-,-,-,-,-,-,-,-,-,i,-,-
piap1246,-,-,-,n,u,a,n,-,i,r,-,-,-,-,-,-,-,-,-,-,-,i,-,-
acha1250,-,-,-,s,-,a,l,-,i,h,i,n,a,-,-,-,-,-,-,-,-,a,-,-
acha1250,-,-,-,p,-,a,-,-,a,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-
curr1243,-,-,-,n,-,o,n,-,i,r,-,-,-,-,-,-,-,-,-,-,-,i,-,-
tari1256,-,-,-,n,-,i,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,i,-,-
tari1256,-,-,-,p,-,a,-,-,i,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-
yucu1253,-,-,-,w,-,a,r,-,a,7,-,-,a,-,-,p,-,-,-,-,-,a,-,-
resi1247,-,-,-,-,-,a,-,-,a,7,-,-,-,-,-,p,-,-,-,-,-,e,-,-
wayu1243,-,-,-,w,-,a,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,i,-,-
wayu1243,-,-,-,w,a,a,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,i,-,-
guah1255,-,-,-,-,-,a,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-
guah1255,-,-,-,-,-,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-
cuib1242,-,-,-,-,-,a,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-
play1240,-,-,-,-,-,a,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-
play1240,-,-,-,-,-,a,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-
maca1259,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,t,-
maca1259,-,-,-,-,-,a,-,-,-,t,-,-,e,-,-,-,-,-,-,-,-,i,-,-
maca1259,-,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-
guay1257,-,-,-,7,-,a,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sali1298,-,-,-,b,-,a,-,-,-,7,-,-,-,-,-,w,-,-,-,-,-,a,-,-
mini1256,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-
nupo1240,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-
muru1274,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-
ocai1244,-,-,-,m,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-
ocai1244,-,-,-,m,o,o,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,o,-,-
muin1242,-,-,-,k,-,a,-,-,a,n,-,-,-,-,-,-,-,-,-,-,-,i,-,-
muin1242,-,-,-,g,-,i,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,i,-,-
muin1242,-,-,-,g,-,i,-,-,-,7,-,-,i,r,u,b,-,-,-,-,-,i,-,-
bora1263,-,i,k,h,-,a,-,-,a,n,-,-,-,-,-,-,-,-,-,-,-,i,-,-
bora1263,-,-,t,S,-,i,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,i,-,-
bora1263,-,-,k,h,-,a,-,-,a,n,-,-,-,-,-,-,-,-,-,-,-,i,-,-
bora1263,-,-,t,S,-,i,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,i,-,u
bora1263,-,-,t,S,-,i,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,i,y,o
yuru1263,-,-,-,p,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-
tuyu1244,-,-,-,p,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-
waim1255,-,-,-,k,a,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-
waim1255,-,-,-,p,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-
waim1255,-,-,-,k,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-
