language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
cuib1242,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
play1240,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
maca1259,-,-,-,-,k,-,-,o,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,p,-,a,-,-,-,-,-,-
guay1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,e,-,r,-,a,-,-,-,-,-,-
sali1298,-,-,-,-,w,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,-,Z,a,-,-,i,-,-,-,d,-,e,-,-,-,-,-,-
mini1256,d,-,-,-,Z,o,-,e,-,-,-,-,t,-,-,u,-,-,-,-,-,r,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
nupo1240,t,-,-,-,S,o,b,e,-,-,-,-,d,-,-,u,-,-,-,-,-,r,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
muru1274,d,-,-,-,Z,o,-,e,-,-,-,-,t,-,-,u,-,-,-,-,-,r,a,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
ocai1244,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,a,a,b,o,-,-,-,y,-,a,-,-,-,-,-,-
muin1242,-,-,-,-,m,-,-,e,-,-,-,-,-,-,y,u,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
muin1242,-,-,-,-,n,-,-,i,-,-,-,-,-,-,s,u,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
bora1263,-,-,-,-,p,-,-,3,-,-,-,-,t,o,h,o,-,-,-,-,-,k,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-
bora1263,-,-,-,-,n,-,-,3,-,-,-,-,t,s,h,u,-,-,-,-,-,k,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-
bora1263,-,-,-,-,n,-,-,3,-,-,-,-,t,s,h,u,-,-,-,-,-,k,-,-,w,a,-,k,-,w,-,u,-,-,-,-,-,-
yuru1263,-,-,-,-,w,-,-,i,-,-,-,-,d,e,r,i,-,-,-,a,-,p,-,-,-,i,-,-,-,g,-,a,-,-,-,-,-,-
tuyu1244,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,i,-,-,-,-,-,p,-,-,-,i,-,-,-,g,-,a,-,-,-,-,-,-
waim1255,-,-,-,-,w,-,-,i,-,-,-,-,d,e,r,i,-,T,-,a,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
waim1255,-,-,-,-,w,-,-,i,-,-,-,-,d,e,r,i,-,T,-,a,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
cara1272,-,-,-,-,y,-,-,i,-,-,-,-,s,e,r,i,-,k,-,a,-,p,a,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
tatu1247,-,-,-,-,y,-,-,i,-,-,-,-,h,e,r,i,-,k,-,a,-,p,a,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
bara1380,k,o,-,-,b,-,-,e,-,-,-,-,h,a,i,-,-,-,-,a,-,k,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
macu1260,-,-,-,-,w,-,-,3,-,-,-,-,h,a,r,-,-,-,-,a,-,h,a,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
guan1269,-,-,-,-,y,-,-,i,7,-,-,-,s,o,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
pira1254,-,-,-,-,d,-,-,i,7,-,i,p,h,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,g,-,a,-,-,-,-,-,-
tuca1252,-,-,-,-,d,-,-,i,7,-,-,p,h,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
desa1247,-,-,-,-,b,-,-,a,-,-,-,-,t,-,-,a,-,-,b,i,-,h,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
siri1274,-,-,-,-,w,-,-,i,-,-,-,-,r,-,-,i,-,7,b,a,-,h,-,-,-,i,-,-,-,g,-,a,-,-,-,-,-,-
tani1257,-,-,-,-,w,-,-,i,-,-,-,-,7,-,r,u,-,-,-,-,-,p,a,-,-,i,-,-,-,-,-,a,-,-,-,-,-,-
cube1242,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,u,-,-,-,-,-,-,-,-,w,-,e,-,-,-,-,-,-
cube1242,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,u,h,-,-,-,i,-,-,-,w,-,e,-,-,-,-,-,-
kore1283,-,-,-,-,b,-,-,a,7,-,-,-,t,-,-,-,-,-,-,-,-,h,-,-,-,i,-,-,-,r,-,3,-,-,-,-,-,-
sion1247,-,-,-,-,k,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,y,-,o,-,-,-,-,-,-
seco1241,-,-,-,-,w,-,-,a,7,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
cacu1241,-,-,-,-,7,-,-,i,b,-,a,-,t,-,-,-,-,-,-,-,-,d,-,-,-,o,-,b,-,7,-,-,-,-,-,-,-,-
nuka1242,-,-,-,-,-,-,-,i,b,m,a,-,t,-,-,-,-,-,-,-,-,d,-,-,-,a,-,-,-,7,-,-,-,-,-,-,-,-
puin1248,-,-,-,-,w,-,-,i,w,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
hupd1244,-,-,-,-,-,-,-,-,b,-,a,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-
mala1522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,e,r,a,n,g,-,3,m,-,-,a,-,-
arhu1242,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,u,-,-,-,-,-,-
cogu1240,-,-,-,-,S,-,-,3,-,-,-,-,t,-,-,-,-,-,-,-,-,s,-,-,-,u,-,-,-,k,-,u,-,-,-,a,-,-
cent2150,-,-,-,-,b,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,i,-,-,-,t,-,-,-,-,-,a,-,-
chim1309,n,-,-,-,d,-,-,e,-,-,n,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,7,-,-,-,-,-,-,-,-
bari1297,-,-,-,-,b,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,3,b,i,s,a,n,3
chac1249,-,-,-,-,k,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,l,y,u,-,-,-,-,-,-
colo1256,-,-,-,-,k,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,l,-,o,-,-,-,-,-,-
awac1239,-,-,-,-,k,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,y,-,u,-,-,-,-,-,-
toto1306,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,l,-,-,-,-,-,-,-,-
inga1252,-,-,-,-,k,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,l,y,u,-,-,-,-,-,-
cams1241,-,-,-,-,k,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,l,y,3,b,-,x,a,-,-
paez1247,-,-,-,-,k,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,l,y,-,-,-,-,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,-,k,-,h,u,t,S,-,-,-,h,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nort2972,-,-,-,-,n,-,-,e,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
epen1239,-,-,-,-,l,o,b,e,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
epen1239,-,-,-,-,n,-,-,e,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
embe1261,-,-,-,-,n,-,-,e,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
embe1262,-,-,-,-,n,-,-,e,-,-,a,-,k,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
woun1238,-,-,-,-,t,-,h,u,-,-,-,-,t,-,-,-,-,-,-,-,-,h,u,-,-,i,-,-,-,d,-,a,m,-,-,-,-,-
yukp1241,-,-,-,-,p,-,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
cari1279,i,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
