language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
piap1246,-,-,-,-,s,-,-,a,-,-,l,-,-,-,-,u,-,-,-,-,-,-
acha1250,-,-,-,-,s,-,-,a,-,a,r,-,-,-,-,u,-,-,-,-,-,-
curr1243,-,-,-,-,t,-,-,-,-,a,r,-,-,-,-,o,-,-,-,-,-,-
tari1256,-,-,-,-,s,-,-,a,-,a,r,-,-,-,-,u,-,-,-,-,-,-
yucu1253,-,-,-,-,s,-,-,a,-,a,r,-,-,-,-,u,-,-,-,-,-,-
resi1247,-,-,-,-,p,-,-,-,-,i,g,-,-,-,-,i,-,-,-,-,-,-
wayu1243,-,-,-,-,w,-,-,-,-,a,l,i,7,-,-,i,-,-,-,-,-,-
guah1255,-,-,t,-,s,-,-,o,-,-,n,-,-,-,-,3,-,-,-,-,-,-
cuib1242,-,-,t,-,s,-,-,o,-,-,n,-,-,-,-,-,-,-,-,-,-,-
play1240,-,-,t,-,s,-,-,o,-,-,n,-,-,-,-,3,-,-,-,-,-,-
play1240,n,e,t,-,s,-,-,o,-,-,n,-,-,-,-,3,-,-,-,-,-,-
maca1259,-,-,-,-,s,-,-,o,-,-,n,-,-,-,-,u,-,-,-,-,-,-
guay1257,-,-,t,-,S,-,-,o,-,-,-,-,-,-,-,e,-,l,-,-,-,-
guay1257,-,-,m,e,s,-,-,a,-,-,b,e,h,-,-,e,-,n,-,-,-,-
sali1298,-,-,t,-,S,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mini1256,-,-,-,-,-,-,-,e,r,e,5,-,-,-,-,o,-,-,-,-,-,-
nupo1240,-,-,-,-,-,-,-,-,d,o,b,-,-,-,-,o,d,Z,-,i,-,-
nupo1240,-,-,-,-,-,-,-,e,r,e,5,-,-,-,-,o,-,-,-,-,-,-
muru1274,-,-,-,-,-,-,-,e,r,e,5,-,-,-,-,o,-,-,-,-,-,-
ocai1244,-,-,-,-,h,-,-,o,-,o,7,-,-,-,-,a,-,-,-,-,-,-
ocai1244,-,-,-,-,h,-,-,i,-,a,k,-,-,-,-,o,-,-,-,-,-,-
muin1242,-,-,-,-,t,-,-,u,-,-,x,-,-,-,-,e,-,-,-,-,-,-
muin1242,-,-,-,-,x,-,-,e,-,-,x,-,-,-,-,3,-,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,3,-,-,x,-,-,-,-,u,-,-,-,-,-,-
bora1263,-,-,-,-,y,-,-,o,7,-,h,-,-,-,-,3,-,-,-,-,-,-
bora1263,-,-,t,-,h,-,-,o,7,-,x,-,-,-,-,3,-,-,-,-,-,-
yuru1263,-,-,-,-,b,-,-,3,-,-,k,-,-,-,-,o,-,-,-,-,-,-
tuyu1244,-,-,-,-,b,-,-,3,-,-,k,-,-,-,-,o,-,-,-,-,-,-
waim1255,-,-,-,-,b,-,-,3,-,-,k,-,-,-,-,o,-,-,-,-,-,-
waim1255,-,-,-,-,b,-,-,3,-,-,k,-,-,-,-,o,-,-,-,-,-,-
cara1272,-,-,-,-,b,-,-,3,-,-,k,-,-,-,-,o,-,-,-,-,-,-
tatu1247,-,-,-,-,b,-,-,3,-,-,k,-,-,-,-,o,-,-,-,-,-,-
bara1380,-,-,-,-,b,-,-,e,-,-,k,-,-,-,-,a,-,-,-,-,-,-
macu1260,-,-,-,-,b,-,-,3,-,-,k,-,-,-,-,o,-,-,-,-,-,-
guan1269,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,e,-,-,-,-,-,-
pira1254,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,e,-,-,-,-,-,-
tuca1252,-,-,-,-,b,-,-,3,-,-,k,-,-,-,-,o,-,-,-,-,-,-
desa1247,-,-,-,-,b,-,-,u,-,-,g,-,-,-,-,u,-,-,-,-,-,-
siri1274,-,-,-,-,b,-,-,u,-,-,g,-,-,-,-,u,-,-,-,-,-,-
tani1257,-,-,-,-,w,e,-,a,-,-,k,-,-,-,-,a,-,-,-,-,-,-
cube1242,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,e,-,-,-,-,-,-
kore1283,-,-,-,-,m,-,-,i,-,-,-,-,-,-,-,e,-,-,-,-,-,-
sion1247,-,-,-,-,m,-,-,i,-,-,-,-,-,-,-,e,-,-,-,-,-,-
seco1241,-,-,-,-,m,-,-,i,-,-,-,-,-,-,-,e,-,-,-,-,-,-
orej1242,-,a,i,-,b,-,-,a,-,-,d,-,-,-,-,o,-,-,-,-,-,-
cacu1241,-,-,-,-,7,-,-,o,-,-,b,-,-,-,-,-,-,-,-,-,-,-
nuka1242,-,-,-,-,p,e,-,o,7,-,n,i,d,-,-,e,-,-,-,-,-,-
puin1248,-,-,-,-,y,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-
hupd1244,-,-,-,-,b,-,-,3,-,-,g,-,-,-,-,-,-,-,-,-,-,-
mala1522,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,e,-,n,z,e,-,-
arhu1242,-,-,-,-,-,-,-,i,-,-,s,3,-,-,b,i,-,n,-,-,-,-
cogu1240,-,-,-,-,-,-,-,i,-,-,s,a,l,a,b,e,-,-,-,-,-,-
cent2150,-,-,-,-,-,-,-,a,-,-,S,-,-,-,-,a,-,-,-,-,-,-
chim1309,-,-,-,-,n,-,d,u,-,-,t,-,-,-,-,i,-,7,-,-,-,-
chac1249,-,-,-,-,-,-,-,u,-,-,s,-,-,-,-,u,-,-,-,-,-,-
colo1256,-,-,i,-,p,-,-,i,-,-,l,-,-,-,-,i,-,-,-,-,-,-
awac1239,-,-,-,-,p,-,-,i,-,-,l,-,-,-,p,i,-,t,-,a,m,-
embe1260,-,-,t,-,h,a,b,3,-,-,d,-,-,-,-,a,-,-,-,-,-,-
nort2972,-,-,t,-,h,a,p,u,-,-,d,-,-,-,-,a,-,-,-,-,-,-
epen1239,-,-,-,-,g,-,-,o,-,-,s,-,-,-,-,o,-,-,-,-,-,-
epen1239,-,-,-,-,h,-,-,o,-,-,s,i,t,-,-,o,-,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,o,-,-,s,-,-,-,-,o,-,-,-,-,-,-
embe1262,-,-,k,-,h,-,-,i,t,-,h,-,-,-,-,u,-,r,-,a,b,i
woun1238,-,-,-,-,h,-,-,o,-,-,s,-,-,-,-,-,-,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,a,-,-,r,o,k,a,m,3,-,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,a,-,-,r,o,k,a,S,e,-,-,-,-,-,-
cari1279,-,-,-,-,h,-,-,u,-,-,r,u,-,-,m,u,-,-,-,-,-,-
cari1279,-,-,-,-,w,-,-,a,-,-,r,i,t,-,S,i,-,-,-,-,-,-
