language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
piap1246,-,-,-,-,w,-,a,-,i,p,-,i,d,e,n,-,-,-,a,-
curr1243,-,-,-,-,p,-,e,-,-,p,-,i,t,a,n,-,-,-,a,-
tari1256,-,-,-,-,p,-,i,-,-,p,-,i,t,a,n,-,-,-,a,-
yucu1253,-,-,-,-,-,-,i,-,-,h,-,i,-,-,-,-,-,-,-,-
resi1247,-,-,-,-,-,-,i,-,-,b,-,u,-,-,-,-,-,-,-,-
wayu1243,-,-,-,-,s,-,3,n,3,l,-,i,-,-,-,-,-,-,a,-
wayu1243,-,-,-,-,s,-,3,n,3,l,-,i,-,-,-,-,-,-,a,-
guah1255,-,-,-,-,p,-,e,-,-,w,-,3,-,-,n,-,-,-,3,-
cuib1242,-,-,-,-,p,-,e,-,-,w,-,3,-,-,n,-,-,-,-,-
play1240,-,-,-,-,p,-,i,-,a,w,-,3,-,-,n,-,-,-,3,-
maca1259,-,-,-,-,w,-,-,-,-,-,-,3,-,-,n,-,-,-,-,-
guay1257,-,-,-,-,p,-,e,-,-,h,-,-,-,-,-,-,-,-,-,-
mini1256,-,-,-,-,m,-,a,-,-,m,-,e,-,-,k,-,-,-,u,-
nupo1240,-,-,-,-,m,-,a,-,-,m,-,e,-,-,k,-,-,-,u,-
muru1274,-,-,-,-,m,-,a,-,-,m,-,e,-,-,k,-,-,-,u,-
ocai1244,-,-,-,-,m,-,a,-,a,m,-,-,-,-,-,-,-,-,u,-
muin1242,-,-,-,-,m,-,o,-,-,m,-,o,-,-,-,-,-,-,-,-
bora1263,-,-,-,-,m,-,e,-,-,m,-,e,-,-,-,-,-,-,-,-
bora1263,-,-,-,-,m,-,e,-,-,m,-,e,-,-,-,-,-,-,-,-
yuru1263,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
tuyu1244,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
waim1255,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
waim1255,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
cara1272,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
tatu1247,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
bara1380,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
macu1260,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
guan1269,-,-,-,-,w,-,a,-,-,b,-,a,-,-,-,-,-,-,-,-
pira1254,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
tuca1252,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,-,-
desa1247,-,-,-,-,w,-,a,-,-,-,-,i,-,-,-,-,-,-,-,-
siri1274,-,-,-,-,w,-,a,-,-,-,-,i,-,-,-,-,-,-,-,-
tani1257,-,-,-,-,w,-,a,-,-,b,-,e,-,-,-,-,-,-,a,-
cube1242,-,-,-,-,-,-,a,-,-,b,-,i,-,-,-,-,-,-,a,-
kore1283,-,-,-,-,m,-,a,-,-,m,-,i,-,-,-,-,-,-,-,-
sion1247,-,-,-,-,m,-,a,-,-,m,-,i,-,-,-,-,-,-,-,-
seco1241,-,-,-,-,m,-,a,-,-,m,-,i,-,-,-,-,-,-,-,-
orej1242,-,-,-,-,b,-,a,-,-,b,-,i,-,-,-,-,-,-,-,-
cacu1241,-,-,-,-,w,-,-,-,-,-,-,3,-,-,t,-,-,-,-,-
nuka1242,n,a,u,7,w,-,a,-,-,h,-,a,-,-,t,-,-,-,-,-
puin1248,-,-,-,-,t,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-
mala1522,-,-,-,-,Z,-,a,-,-,g,-,i,-,-,n,u,k,-,a,-
arhu1242,-,-,-,-,z,-,a,-,-,7,k,i,-,-,-,-,-,-,-,-
cogu1240,-,-,-,a,x,-,a,-,-,Z,-,u,-,-,-,-,k,-,a,-
cent2150,-,-,-,-,-,-,a,-,-,h,-,-,-,-,-,-,k,-,a,-
chim1309,-,-,-,-,k,-,a,-,-,k,-,e,-,-,-,w,-,-,a,7
bari1297,-,-,-,-,7,-,a,-,-,-,-,a,-,-,-,-,r,-,3,-
chac1249,-,-,-,-,m,u,-,-,-,m,-,u,-,-,-,-,-,-,-,-
colo1256,-,-,-,-,m,u,-,-,-,m,-,u,-,-,n,-,-,-,-,-
awac1239,-,-,-,-,m,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-
guam1248,-,-,-,-,m,-,-,-,-,-,-,u,-,-,n,-,t,S,i,-
