language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
piap1246,-,k,-,-,-,-,-,-,-,i,l,i,k,-,-,i,-,-,l,-,-,i,-,-,-
curr1243,-,k,-,-,-,-,-,-,-,e,r,i,k,-,-,e,-,-,r,-,-,i,-,-,-
tari1256,-,k,-,-,-,-,-,-,-,e,r,e,k,-,-,e,-,-,r,-,-,e,-,-,-
yucu1253,-,h,u,n,i,w,a,h,y,a,-,-,h,-,-,e,-,-,-,-,n,a,-,-,-
yucu1253,-,w,-,-,-,-,-,-,-,e,-,-,7,-,-,e,-,-,r,u,n,a,-,-,-
yucu1253,-,t,-,-,-,-,-,-,-,-,-,-,S,-,-,e,-,-,r,e,n,a,-,-,-
yucu1253,-,t,-,-,-,-,-,-,-,-,-,-,S,-,-,o,-,-,r,u,n,a,-,-,-
yucu1253,-,m,-,-,-,-,-,-,-,e,-,-,r,-,-,e,-,-,l,a,n,a,-,-,-
yucu1253,-,k,-,-,-,-,-,-,-,e,-,-,p,-,-,e,-,-,r,u,n,a,-,-,-
yucu1253,i,t,-,-,-,-,-,-,-,e,-,-,w,-,-,i,l,a,r,u,n,a,-,-,-
resi1247,-,t,-,-,-,-,-,-,y,u,-,-,g,-,-,i,-,-,7,-,-,o,-,-,-
guah1255,-,t,-,-,-,-,-,-,s,e,-,-,r,-,-,e,-,-,t,-,-,o,-,-,-
guah1255,-,k,i,-,-,-,-,-,n,i,-,-,k,i,n,i,-,-,t,-,-,o,-,-,-
cuib1242,-,t,-,-,-,-,-,-,s,e,-,-,r,-,-,-,-,-,-,-,-,e,-,-,-
play1240,-,t,-,-,-,-,-,-,S,e,-,-,r,-,-,e,-,-,t,-,-,o,-,-,-
maca1259,-,k,-,-,-,-,-,-,-,i,-,-,k,-,-,i,-,-,r,-,-,-,-,-,-
guay1257,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,7,-,-,-,-,-,-
guay1257,-,l,-,-,-,-,-,-,-,i,k,-,l,-,-,i,-,-,k,-,-,-,-,-,-
sali1298,-,t,-,-,-,-,-,-,S,a,-,-,q,-,-,u,-,-,-,-,-,i,-,-,-
sali1298,-,p,-,-,-,-,-,-,-,e,-,-,l,-,-,o,-,-,l,-,-,i,-,-,-
mini1256,-,g,a,-,-,-,-,-,-,i,-,-,r,-,-,i,-,-,k,o,N,o,-,-,-
nupo1240,-,g,a,-,-,-,-,-,-,i,-,-,r,-,-,i,-,-,k,o,N,o,-,-,-
muru1274,-,g,a,-,-,-,-,-,-,i,-,-,r,-,-,i,-,-,-,-,8,u,-,-,-
ocai1244,d,Z,-,-,-,-,-,-,-,i,-,-,y,-,-,i,-,-,-,-,-,-,-,-,-
muin1242,-,b,-,-,-,-,-,-,-,i,-,-,r,-,-,e,-,-,y,-,-,o,-,-,-
muin1242,t,y,u,-,-,-,-,-,-,i,-,-,7,-,-,i,-,-,-,-,-,-,-,-,-
bora1263,t,h,-,-,-,-,-,-,-,a,-,-,r,-,-,a,-,-,p,-,-,o,-,-,u
bora1263,-,m,-,-,-,-,-,-,-,i,-,-,x,y,-,e,-,-,7,-,-,e,-,-,-
bora1263,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,a,-,-,7,-,-,o,-,-,-
bora1263,t,h,-,-,-,-,-,-,-,u,-,-,r,-,-,i,-,-,7,-,y,o,-,-,-
bora1263,-,p,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,7,-,y,o,-,-,i
bora1263,-,y,-,-,-,-,-,-,-,u,-,-,r,-,-,i,-,-,7,-,-,o,-,-,-
yuru1263,-,k,-,-,-,-,-,-,-,e,-,-,k,-,-,e,-,-,r,-,-,o,-,-,-
tuyu1244,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
tuyu1244,-,k,-,-,-,-,-,-,-,e,-,-,k,-,-,e,-,-,r,-,-,o,-,-,-
waim1255,-,k,-,-,-,-,-,-,-,e,-,-,k,-,-,e,-,-,r,-,-,o,-,-,-
waim1255,-,k,-,-,-,-,-,-,-,e,-,-,k,-,-,e,-,-,r,-,-,o,-,-,-
cara1272,-,k,-,-,-,-,-,-,-,e,-,-,k,-,-,e,-,-,r,-,-,o,-,-,-
tatu1247,-,k,-,-,-,-,-,-,-,e,-,-,k,-,-,e,-,-,r,-,-,o,-,-,-
bara1380,-,k,-,-,-,-,-,-,-,u,-,-,y,-,-,a,-,-,r,-,-,i,-,-,-
macu1260,-,b,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,t,-,-,u,-,-,-
guan1269,-,k,-,-,-,-,-,-,-,a,-,-,7,-,-,i,-,-,-,-,-,-,-,-,-
pira1254,-,k,-,-,-,-,-,-,-,a,-,-,7,-,-,i,-,-,-,-,-,-,-,-,-
tuca1252,-,k,-,-,-,-,-,-,-,a,-,-,7,-,-,i,-,-,-,-,-,-,-,-,-
tuca1252,-,k,-,-,-,-,-,-,-,e,-,-,k,-,-,e,-,-,r,-,-,o,-,-,-
desa1247,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,i
siri1274,-,g,-,-,-,-,-,-,-,e,-,-,k,-,-,e,-,-,r,-,-,u,-,-,-
siri1274,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,u,g,a,i
tani1257,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,r,i,-,a,-,-,-
cube1242,-,k,-,-,-,-,-,-,-,3,-,-,y,-,-,3,-,-,r,-,-,3,-,-,-
kore1283,-,k,-,-,-,-,-,-,h,3,d,-,Z,-,-,-,-,-,-,-,-,3,-,-,-
sion1247,-,k,-,-,-,-,-,-,-,3,-,-,y,-,-,-,-,-,-,-,-,3,-,-,-
seco1241,-,-,-,-,-,-,-,-,-,u,-,-,7,-,-,-,-,-,-,-,-,u,-,-,-
orej1242,-,k,-,-,-,-,-,-,-,3,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-
cacu1241,-,y,-,-,-,-,-,-,-,e,-,-,d,-,-,e,-,-,7,-,-,-,-,-,-
mala1522,-,d,-,-,-,-,-,-,-,u,-,-,-,-,-,i,-,-,n,-,-,u,-,-,-
cogu1240,-,n,-,-,-,-,-,-,-,3,N,-,g,-,-,e,-,-,w,-,-,a,-,-,-
chim1309,n,d,-,-,-,-,-,-,-,e,m,b,r,-,-,i,-,-,7,-,-,-,-,-,-
colo1256,-,k,-,-,-,-,-,-,-,i,-,-,w,-,-,i,-,-,-,-,-,-,-,-,-
awac1239,-,t,-,-,-,-,-,-,S,i,-,-,t,-,-,i,-,-,t,-,-,u,-,-,-
inga1252,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,i,-,-,t,-,-,u,-,-,-
paez1247,-,t,-,-,-,-,-,-,S,-,-,-,-,-,-,i,-,-,7,-,-,-,-,-,-
embe1260,-,m,-,-,-,-,-,-,-,e,t,-,S,-,-,i,-,-,t,-,-,a,-,-,-
nort2972,-,k,-,-,-,-,-,-,h,e,k,-,h,-,-,e,-,-,r,-,-,e,-,-,-
epen1239,-,m,-,-,-,-,-,-,-,i,-,-,s,-,-,-,-,-,t,-,-,a,-,-,-
epen1239,-,m,-,-,-,-,-,-,-,i,-,-,s,-,-,-,-,-,t,-,-,a,-,-,-
embe1261,-,m,-,-,-,-,-,-,-,i,-,-,s,-,-,i,-,-,d,-,-,a,-,-,-
embe1262,-,m,-,-,-,-,-,-,-,i,-,-,s,-,-,-,-,-,t,-,r,a,-,-,-
woun1238,-,k,-,-,-,-,-,-,-,e,-,-,k,-,-,e,-,-,r,-,-,-,-,-,-
woun1238,-,s,-,-,-,-,-,-,-,i,-,-,s,i,m,i,-,-,-,-,-,-,-,-,-
cari1279,-,k,-,-,-,-,-,-,-,u,-,-,y,-,-,e,-,-,k,u,y,e,-,-,-
