language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
curr1243,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-
yucu1253,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-
resi1247,-,-,-,-,-,-,-,-,-,-,-,b,i,S,i,-,-,-,-,-,-,-,-,-,-,7,o,g,u,-,-,-,-
guah1255,-,-,-,-,-,-,-,-,-,-,-,h,-,-,o,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-
cuib1242,-,-,-,-,-,-,-,-,-,-,-,m,-,-,e,-,-,-,-,-,-,-,-,-,-,n,-,-,e,-,-,-,-
maca1259,-,-,-,-,-,-,-,-,-,-,-,h,-,-,o,-,-,-,-,-,-,-,-,-,-,k,u,-,a,t,-,-,-
sali1298,-,k,-,-,a,7,a,s,o,-,-,h,-,-,o,-,-,-,-,-,-,-,-,-,-,7,m,-,e,-,-,-,-
mini1256,-,-,-,-,-,n,-,-,o,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-
nupo1240,-,-,-,-,-,d,-,-,-,-,-,Z,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,a,u,-,-,-
nupo1240,-,-,-,-,-,n,-,-,o,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-
muru1274,-,-,-,-,-,-,-,-,-,-,-,t,-,-,o,-,-,-,-,-,-,-,-,-,-,r,a,d,a,-,-,-,-
ocai1244,-,g,-,-,o,t,-,-,a,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
ocai1244,-,-,-,-,-,d,-,y,a,-,-,h,-,-,i,-,-,-,-,-,-,-,-,-,-,7,-,-,i,-,-,-,-
muin1242,-,-,-,-,-,g,-,-,i,-,-,s,-,-,i,-,-,-,-,-,-,-,-,-,-,g,-,-,a,-,-,-,-
bora1263,-,-,-,-,-,y,-,-,o,7,k,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
bora1263,-,-,-,-,-,n,-,-,e,-,k,w,a,-,y,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-
yuru1263,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,w,e,-,-,-,-,-,a,-,-,-,-
tuyu1244,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,e,-,w,-,-,-,-,-,-,a,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,e,-,-,-,-,-,a,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,e,-,-,-,-,-,a,-,-,-,-
cara1272,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,e,-,-,r,-,-,o,-,-,-,-
tatu1247,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,e,-,-,r,-,-,o,-,-,-,-
tatu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,t,-,-,a,-,-,-,-
bara1380,-,g,-,-,3,t,-,-,a,-,-,h,-,-,o,-,-,-,-,-,-,-,e,-,-,r,-,-,o,-,-,-,-
macu1260,-,g,-,-,3,t,-,-,a,-,-,h,-,-,o,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,a,-,y,e,-,-,-,-,-,-,-,-,-,-
pira1254,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,o,-,-,-,-
tuca1252,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,e,-,-,w,-,-,a,-,-,-,-
desa1247,-,-,-,-,3,t,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
siri1274,-,-,-,-,3,t,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
tani1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,a,-,-,-,-
cube1242,-,k,3,r,a,t,-,-,a,-,-,k,-,-,u,-,-,-,-,-,-,w,e,-,-,-,-,-,-,-,-,-,-
cube1242,-,h,i,-,a,t,-,-,a,-,-,k,-,-,u,-,-,-,-,-,-,w,e,-,-,-,-,-,-,-,-,-,-
sion1247,-,-,-,-,-,-,-,-,-,-,-,s,a,-,o,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,-,-
seco1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,d,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
puin1248,-,-,-,-,-,-,-,-,-,-,-,b,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hupd1244,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-
cogu1240,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cent2150,-,-,-,-,-,-,-,-,-,-,-,r,-,-,i,-,-,7,k,u,k,w,a,-,-,r,-,-,a,-,-,-,-
chac1249,-,-,-,-,-,-,-,-,-,-,-,s,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,a,t,u,-,-
colo1256,-,-,-,-,-,-,-,-,-,-,-,d,-,-,e,-,-,-,-,-,-,-,-,-,-,r,-,-,e,n,-,-,-
cams1241,-,-,-,-,-,-,-,-,-,-,-,b,-,S,a,-,-,-,-,-,-,w,e,-,-,n,-,-,a,n,i,5,e
