language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
piap1246,-,-,i,-,-,b,-,-,-,-,a,-,-,-,-,-,-,-,-,i,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
piap1246,-,-,i,-,-,b,-,-,-,-,a,-,-,-,-,-,-,-,-,i,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
curr1243,l,-,i,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
tari1256,-,-,-,-,-,p,-,-,-,-,u,i,p,i,p,a,t,S,h,a,l,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
tari1256,l,-,i,m,a,p,-,-,-,-,e,-,-,-,m,-,-,-,-,a,n,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
yucu1253,t,S,i,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,e,-,-,-,h,-,-,-,i,-,-,-,-
cabi1241,t,-,-,-,-,S,-,-,-,-,u,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
resi1247,t,s,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,-,h,-,-,-,i,-,-,-,-
wayu1243,s,-,3,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
wayu1243,s,-,3,-,-,m,-,-,-,-,3,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-,-,r,-,-,-,a,-,-,-,-
wayu1243,s,-,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
wayu1243,s,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
guah1255,-,-,-,-,-,p,-,-,-,-,e,-,-,-,k,-,-,-,-,o,r,-,-,o,p,e,-,t,-,-,-,o,-,-,-,-
cuib1242,-,-,-,-,-,p,-,-,-,-,e,-,-,-,-,-,-,-,-,a,x,-,-,u,-,-,-,t,-,-,-,o,-,-,-,-
play1240,-,-,-,-,-,p,-,-,-,-,e,-,-,-,b,-,-,-,-,a,x,-,-,u,-,-,-,t,-,-,-,o,-,-,-,-
maca1259,-,-,-,-,-,p,-,-,-,-,e,-,-,-,k,-,-,-,-,o,r,t,S,i,-,-,-,t,-,-,-,a,-,-,-,-
guay1257,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,-,-,-,-,-,-,-,-,-,-,a,t,-,-,-
sali1298,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
mini1256,-,-,i,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
nupo1240,-,-,i,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
muru1274,-,-,i,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
ocai1244,t,-,y,a,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
muin1242,-,-,i,-,-,x,-,-,-,-,e,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
bora1263,-,-,3,7,-,h,-,-,-,-,3,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
bora1263,-,-,3,7,-,x,-,-,-,-,3,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
bora1263,-,-,3,7,-,x,-,-,-,-,3,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
bora1263,-,-,3,7,-,x,-,-,-,-,3,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
yuru1263,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,a,d,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tuyu1244,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
waim1255,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
waim1255,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
cara1272,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tatu1247,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
bara1380,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,o,-,-
