language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
curr1243,-,-,-,-,-,-,-,-,k,-,o,k,a
yucu1253,-,-,-,i,p,-,-,a,t,-,u,-,-
resi1247,-,-,h,i,b,-,-,-,-,-,i,h,e
maca1259,-,-,k,o,k,-,-,a,t,-,-,-,-
mini1256,-,-,h,i,b,-,-,-,-,-,i,-,e
nupo1240,-,-,h,i,b,-,-,-,-,-,i,-,e
muru1274,-,-,h,i,b,-,-,-,-,-,-,-,e
ocai1244,-,-,h,i,b,-,-,-,-,-,i,r,o
muin1242,-,-,x,i,b,-,-,-,-,-,i,7,o
muin1242,-,-,x,i,b,-,-,-,-,-,i,-,-
bora1263,-,-,-,i,p,-,-,-,-,-,i,-,-
bora1263,-,-,-,i,p,-,-,-,-,-,i,-,-
yuru1263,-,-,-,-,p,-,-,a,t,-,u,-,-
tuyu1244,-,-,-,-,p,-,-,a,t,-,u,-,-
waim1255,-,-,-,-,p,-,-,a,t,-,u,-,-
waim1255,-,-,-,-,p,-,-,a,t,-,u,-,-
cara1272,-,-,-,-,p,-,-,a,t,-,u,-,-
tatu1247,-,-,-,-,p,-,-,a,t,-,u,-,-
bara1380,-,-,-,-,k,-,-,a,h,-,i,-,-
macu1260,-,-,-,-,k,-,-,a,h,-,i,-,-
guan1269,-,-,-,-,p,-,-,u,t,-,u,-,-
pira1254,-,-,-,-,p,-,-,a,t,-,u,-,-
tuca1252,-,-,-,-,p,-,-,a,t,-,u,-,-
desa1247,-,-,-,a,p,-,-,-,-,-,i,-,-
siri1274,-,-,-,a,p,-,-,-,-,-,i,-,-
tani1257,t,a,7,a,p,i,k,a,-,-,-,-,-
cube1242,-,-,-,-,p,-,-,a,t,-,u,-,-
kore1283,-,-,h,i,p,i,-,e,-,-,-,-,-
cacu1241,-,-,-,-,p,-,-,i,t,-,a,-,-
hupd1244,-,-,-,-,p,-,-,u,7,-,u,k,-
mala1522,-,-,-,-,-,-,-,a,5,-,u,-,-
arhu1242,-,-,-,-,-,-,-,a,Z,-,u,-,-
cogu1240,-,-,-,-,h,-,-,a,h,i,u,-,-
cent2150,-,-,-,-,-,-,-,a,s,-,a,-,-
guam1248,-,-,-,-,m,-,-,a,s,-,3,-,-
paez1247,-,-,-,-,-,-,-,e,S,-,-,-,-
embe1260,-,-,-,-,b,-,-,e,g,-,o,-,-
nort2972,-,-,-,-,b,-,-,e,g,-,o,-,-
epen1239,-,-,-,-,b,-,-,e,-,-,u,-,-
epen1239,-,-,-,-,b,-,-,e,-,-,u,-,-
embe1261,-,-,-,-,b,-,-,e,-,-,u,-,-
embe1262,-,-,-,-,b,-,-,e,-,-,u,-,-
embe1262,-,-,-,-,b,-,-,e,-,-,u,-,-
woun1238,-,-,d,a,p,-,-,a,-,-,a,r,-
yukp1241,-,-,-,-,-,-,-,a,y,-,i,-,-
cari1279,-,-,-,i,h,-,-,a,t,-,u,-,-
