language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
piap1246,-,-,-,-,-,-,-,-,-,k,-,e,-,-,-,-,-,s,-,-,-,u,-,-,-,-,-
acha1250,-,-,-,-,-,-,-,-,-,k,-,e,-,-,-,-,-,s,-,-,-,u,-,-,-,-,-
curr1243,-,-,-,-,-,-,-,-,-,y,-,a,m,-,o,-,-,r,i,-,t,o,-,-,-,-,-
tari1256,-,-,-,-,-,-,-,-,-,h,-,e,m,-,a,-,-,s,i,e,r,e,-,-,-,-,-
yucu1253,-,-,-,-,-,-,-,-,-,k,-,e,-,-,-,-,-,s,-,-,-,o,-,-,-,-,-
resi1247,-,-,-,-,-,-,-,-,-,h,-,o,-,-,-,-,-,7,-,-,b,u,-,-,-,-,-
guah1255,-,-,-,-,-,-,-,-,-,h,-,o,m,-,o,-,-,k,o,-,b,i,-,-,-,-,-
cuib1242,-,-,-,-,-,-,-,-,-,h,-,o,m,-,o,-,-,k,o,-,b,i,-,-,-,-,-
play1240,-,-,-,-,-,-,-,-,-,h,-,o,m,-,o,-,-,k,o,-,b,i,-,-,-,-,-
maca1259,-,-,-,-,-,-,-,-,-,h,-,o,m,-,-,-,-,k,o,-,-,i,-,-,-,-,-
guay1257,-,-,-,-,-,-,-,-,-,h,-,o,m,-,o,-,-,-,-,-,-,e,-,t,-,-,-
guay1257,-,-,-,-,-,-,-,-,-,h,-,u,m,b,o,-,-,-,-,-,-,e,-,t,-,-,-
sali1298,-,-,-,-,-,-,-,-,-,w,-,i,-,-,-,-,-,x,-,-,-,e,-,-,-,-,-
mini1256,-,-,-,-,p,-,-,e,-,r,-,e,-,-,-,-,-,-,-,-,h,a,i,5,-,-,o
mini1256,-,-,-,-,m,-,-,e,-,r,-,e,-,-,-,-,-,-,-,-,h,a,i,5,-,-,o
nupo1240,-,-,-,-,m,-,-,e,-,r,-,e,-,-,-,-,-,-,-,-,h,a,i,5,-,-,o
muru1274,-,-,-,-,p,-,-,e,-,r,-,e,-,-,-,-,-,-,-,-,h,a,i,5,-,-,o
ocai1244,-,-,-,-,-,-,-,-,-,5,-,o,-,-,-,-,o,-,-,-,m,a,-,-,-,-,-
muin1242,-,-,-,-,-,-,-,-,-,n,-,i,m,-,3,t,3,7,-,-,-,e,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,7,-,-,p,a,-,-,-,-,-
bora1263,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,7,-,-,p,a,-,-,-,-,-
yuru1263,-,-,-,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,a,-,y,e,s,e
tuyu1244,-,-,-,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,a,-,y,e,s,e
waim1255,-,-,-,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
waim1255,-,-,-,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,a,-,y,e,h,e
cara1272,-,-,-,-,-,-,-,-,-,r,-,i,-,-,-,-,-,-,-,-,-,a,-,y,e,s,e
tatu1247,-,-,-,-,-,-,-,-,-,r,-,i,-,-,-,-,-,-,-,-,-,a,-,y,e,h,e
bara1380,-,-,-,-,-,-,-,-,-,r,-,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
macu1260,-,-,-,-,-,-,-,-,-,r,-,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
guan1269,-,-,-,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
pira1254,-,-,-,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tuca1252,-,-,-,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
desa1247,-,-,-,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
siri1274,-,-,-,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tani1257,-,-,-,-,k,-,-,e,-,h,-,u,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
cube1242,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,r,e,-,-
kore1283,-,-,-,-,-,-,-,-,-,k,h,e,-,-,-,-,-,s,-,-,-,o,-,-,-,-,-
sion1247,-,-,-,-,-,-,-,-,-,g,w,e,-,-,-,-,-,s,-,-,-,o,-,-,-,-,-
seco1241,-,-,-,-,-,-,-,-,-,k,w,e,7,-,-,-,-,s,-,-,-,o,-,-,-,-,-
orej1242,-,-,-,-,-,-,-,-,-,y,u,a,-,-,-,-,-,d,-,-,-,a,-,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,b,-,3,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,k,-,e,-,-,-,-,-,t,-,-,S,o,-,-,-,7,-
nuka1242,-,-,-,-,-,-,-,-,-,k,-,E,-,-,-,-,-,t,-,-,S,u,-,-,-,7,-
puin1248,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-
chim1309,-,-,-,-,p,-,-,o,n,t,y,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
awac1239,-,-,-,-,k,-,-,u,-,n,-,i,x,-,-,-,-,-,-,-,-,u,-,-,-,-,-
embe1260,-,-,t,S,h,-,-,i,-,d,-,i,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-
nort2972,-,-,t,S,h,-,-,i,-,d,-,i,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-
epen1239,-,-,-,-,s,-,-,i,-,d,-,i,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-
epen1239,-,-,-,-,s,i,s,i,-,d,-,i,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-
embe1261,-,-,-,-,b,-,-,3,-,d,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
embe1262,-,-,-,-,s,-,-,i,-,d,-,i,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-
woun1238,p,a,k,-,h,-,-,i,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cari1279,-,i,-,-,w,-,-,u,-,r,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
