language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
desa1247,-,-,-,-,d,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,a,b,-,-,-,-,-,-,-,3,-,-,-,-
siri1274,-,-,-,-,d,e,7,y,u,-,-,-,k,-,-,-,-,-,-,-,-,-,a,b,-,-,-,-,-,-,-,3,-,-,-,-
tani1257,-,-,-,-,t,-,-,-,a,-,-,-,7,-,-,-,-,-,-,-,-,-,-,p,i,-,-,-,-,-,-,a,-,-,-,-
cube1242,-,a,b,-,i,-,-,-,a,-,-,-,k,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,3,-,-,-,-
kore1283,m,a,7,-,5,-,-,-,o,-,-,-,k,-,h,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sion1247,m,a,7,t,S,-,-,-,o,-,-,-,k,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seco1241,m,a,7,-,y,-,-,-,o,-,-,-,k,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
orej1242,-,-,t,-,-,-,-,-,u,-,-,-,k,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,3,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-
nuka1242,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,3,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
puin1248,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,3,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
hupd1244,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,d,-,-,-,-,-,-,-,o,-,-,h,-
mala1522,-,-,-,-,Z,-,-,-,a,n,-,-,d,u,m,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-
arhu1242,-,-,-,-,w,-,-,-,i,-,-,-,r,-,-,-,-,a,-,k,-,-,o,7,-,-,-,-,k,-,-,u,-,-,-,-
cogu1240,-,-,-,-,z,-,-,-,-,-,-,-,-,u,m,-,-,e,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-
cent2150,-,-,-,-,-,-,-,-,-,-,-,-,-,u,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
chim1309,n,-,d,-,y,-,-,-,o,-,-,-,t,u,w,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-
bari1297,-,-,-,-,t,-,-,-,o,-,-,-,t,u,b,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,3,-,-,-,-
chac1249,-,-,-,-,m,-,-,-,a,-,-,-,k,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-
colo1256,-,-,-,-,-,-,-,-,-,-,-,-,t,-,s,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,3,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-
guam1248,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,3,-,n,-,-,-,t,-,-,S,-,-,-,-,a,p,i,-,k
inga1252,-,-,-,-,-,-,-,-,i,s,-,-,t,-,r,-,-,i,-,-,-,-,-,l,-,-,y,-,-,-,-,a,-,-,-,-
cams1241,-,-,-,-,-,-,-,-,e,s,-,-,t,-,r,-,-,e,-,-,-,-,-,l,-,-,y,a,t,e,m,a,-,-,-,-
paez1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,7,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,-,t,-,S,-,h,i,-,-,-,-,-,d,-,-,-,-,-,-,-,a,-,u,-,-
nort2972,-,-,-,-,-,-,-,-,-,-,-,-,t,-,S,-,h,i,-,-,-,-,-,d,-,-,-,-,-,-,-,a,-,u,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,-,a,-,-,-,-,-,k,-,-,h,-,-,-,-,a,-,i,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,-,a,-,-,-,-,-,k,-,-,h,-,-,-,-,a,-,i,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,-,a,-,-,-,-,-,k,-,-,h,-,-,-,-,a,-,y,-,a
woun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,h,i,-,-,-,-,-,d,-,-,-,-,-,-,-,a,-,g,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,-,-,-,-,t,-,S,i,r,i,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-
