language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
bora1263,-,-,-,-,-,-,-,u,-,-,k,-,-,-,-,h,o,k,w,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
yuru1263,-,-,-,-,-,-,d,3,-,-,k,-,o,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tuyu1244,-,-,-,-,-,-,d,o,-,-,k,e,a,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
waim1255,-,-,-,-,-,-,d,o,-,-,k,e,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
waim1255,-,-,-,-,-,-,d,u,-,-,k,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cara1272,-,-,-,-,-,-,d,u,-,-,k,e,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tatu1247,-,-,-,-,-,-,d,u,-,-,k,e,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bara1380,-,-,-,-,-,-,r,3,-,-,g,-,o,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
macu1260,-,-,-,-,-,-,-,-,-,-,b,-,o,-,-,b,o,-,-,r,-,o,-,-,-,-,-,-,a,-,-,-,-,-
guan1269,-,-,-,-,-,-,d,3,7,-,k,-,o,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,e,a,i,r,-,o
pira1254,-,-,-,-,-,-,d,3,7,-,k,-,o,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tuca1252,-,-,-,-,-,-,d,3,7,-,k,-,o,-,e,w,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
desa1247,d,i,s,-,-,i,d,o,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
siri1274,-,-,s,-,-,i,d,u,-,-,g,-,a,b,e,b,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
tani1257,-,-,k,o,r,e,r,i,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
cube1242,-,-,-,-,-,-,t,u,b,a,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
kore1283,-,-,-,-,-,-,s,a,-,-,k,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
sion1247,-,-,-,-,-,-,s,3,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
orej1242,-,-,-,-,-,-,s,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cacu1241,-,-,k,o,-,-,l,o,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
puin1248,-,-,-,-,-,-,d,3,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mala1522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,3,-,-,t,-,-,-,-,-,-,-,-,i,-,-,-,-,-
arhu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,3,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-
cogu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,a,-,-,S,-,-,-,-,-,-,-,-,i,-,-,-,-,-
cent2150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,e,n,-,k,-,-,-,-,-,w,-,-,a,-,-,-,-,-
chim1309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,t,-,i,m,-,-,b,-,r,u,-,-,7,-,-
chac1249,-,-,t,-,-,-,S,i,-,-,h,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
colo1256,-,-,t,-,-,-,s,i,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,g,a
toto1306,-,-,i,-,-,-,s,i,-,-,m,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
guam1248,-,-,i,-,-,-,s,3,-,-,m,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-
inga1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,i,-,-,k,-,-,-,-,-,-,-,-,i,-,-,-,-,-
cams1241,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,z,a,n,-,t,s,a,-,-,-,n,-,-,a,-,-,-,-,-
paez1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,a,-,-,7,-,-,-,-,-,p,-,-,a,-,-,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,i,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,u,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,u,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,u,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,u,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
woun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,u,-,-,t,m,i,-,-,-,-,-,-,e,-,-,-,-,-
yukp1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,e,-,-,-,S,e,-,-,-,p,-,-,o,-,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,u,-,-,t,S,i,k,a,-,h,a,m,o,-,-,-,-,-
