language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
waim1255,-,-,-,-,-,-,-,-,-,-,d,-,-,3,-,-,p,-,-,-,3,-,-,-,-,g,-,a,-,b,e,t,o,-,-
waim1255,-,-,-,-,-,-,-,-,-,-,d,-,-,3,-,-,p,-,-,-,3,-,-,-,-,g,-,-,-,-,-,-,a,-,-
cara1272,-,-,-,-,-,-,-,-,-,-,r,-,-,3,-,-,p,-,-,-,o,a,k,a,-,t,-,-,-,-,-,-,a,p,e
tatu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,e,-,h,a,-,r,-,-,-,-,i,k,a,-,-
bara1380,-,-,-,-,-,-,-,-,-,-,r,-,-,i,-,-,h,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,a,-,-
macu1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,u,-,-,a,-,r,-,-,-,-,-,-,a,-,-
guan1269,-,-,-,-,-,-,-,-,-,-,t,-,-,3,-,-,7,-,-,-,-,-,r,i,-,r,-,-,-,-,-,-,o,-,-
pira1254,-,-,-,-,-,-,-,-,-,-,t,-,-,3,-,-,7,-,-,-,-,-,r,i,-,r,-,-,-,-,-,-,o,-,-
tuca1252,-,-,-,-,-,-,-,-,-,-,d,-,-,3,-,-,p,-,-,-,o,-,s,a,-,r,-,-,-,-,-,-,i,-,-
desa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,u,-,-,a,-,r,-,-,-,-,-,-,a,-,-
tani1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,o,-,-,a,-,r,-,u,-,k,i,-,a,-,-
cube1242,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,p,-,-,-,o,-,t,3,-,r,-,a,-,w,-,-,a,-,-
kore1283,-,-,-,-,-,-,-,-,-,-,s,-,-,i,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-
seco1241,-,-,-,-,-,-,-,-,-,-,s,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-
cacu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,w,-
mala1522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,a,-,m,u,n,k,-,-,-,-,-,-,u,-,-
arhu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,a,-,-,-,n,t,-,i,-,m,-,-,i,-,-
cogu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,a,-,-,-,N,k,u,i,Z,b,i,t,3,-,-
cent2150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,e,r,h,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-
chim1309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,i,-,s,a,-,k,-,-,r,-,-,-,-,-,-,a,7,-
bari1297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,o,-,-,-,-,k,-,-,-,b,a,n,3,-,-
chac1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,i,-,S,7,-,-,-,-,-,-,-,-,b,u,-,i,-,-
colo1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,i,-,s,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
awac1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,S,i,-,-,-,-,-,-,-,-,p,3,t,a,m,-
guam1248,-,-,-,-,-,-,-,-,-,-,y,-,-,u,-,-,m,3,-,s,-,-,-,-,-,-,-,-,-,-,i,k,-,-,-
inga1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,a,-,-
cams1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,S,i,-,-,-,-,n,-,-,-,S,o,k,a,-,-
paez1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,h,a,-,-,-,-,7,-,-,-,b,u,S,-,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,h,a,-,-,-,-,r,-,-,-,-,i,y,o,-,-
embe1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,u,-,-
nort2972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,r,-,-,-,-,-,-,o,-,-
nort2972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,i,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,r,-,-,-,-,-,-,o,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,r,-,-,-,-,-,-,o,-,-
epen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,u,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,h,a,-,-,i,-,s,-,-,-,-,-,-,o,-,-
embe1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,o,-,-,-,-,r,-,-,-,-,-,-,o,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,h,a,-,-,-,-,r,-,-,-,-,i,s,u,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,h,a,-,-,i,-,s,-,-,-,-,-,-,u,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,o,-,-,-,-,r,-,-,-,-,-,-,o,-,-
embe1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,o,-,-,-,-,r,-,-,-,-,-,-,o,-,-
woun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-
cari1279,-,-,-,-,-,-,-,-,i,-,r,-,-,e,-,-,t,i,-,h,u,-,-,-,-,s,-,-,-,-,o,h,e,-,-
